SKILL_ID,SKILL_NAME,text_type,text_mode,text_genre,skill_domain,task_complexity,cognitive_demand,extraction_confidence,extraction_notes,extracted_timestamp
7d12f61e-e69f-e311-9503-005056801da1,"Use context clues (e.g., cause/effect, comparison, word relationships) to determine or clarify the meanings of general academic and content-area words and phrases",mixed,prose,mixed,reading,intermediate,analysis,high,"Context clues skill applies across both fictional and informational texts. The skill explicitly mentions 'general academic and content-area words' indicating mixed text types. Requires analysis of word relationships and context to determine meaning. Intermediate complexity as students must apply multiple strategies (cause/effect, comparison, relationships) rather than just identify definitions.",2025-10-16T11:20:12.871631
cc9e8002-3ae5-4fcf-b1ed-2c340c3078c8,Begin to practice using context clues while listening to texts and viewing illustrations,mixed,not_applicable,not_applicable,listening,basic,comprehension,high,Pre-K skill focused on beginning to use context clues through listening and viewing illustrations. Mixed text type since no specific genre is indicated. Listening is primary domain as skill explicitly states 'while listening to texts.' Basic complexity appropriate for introductory/beginning practice level. Comprehension level cognitive demand as students must understand context to derive meaning.,2025-10-16T11:20:18.071883
be12f61e-e69f-e311-9503-005056801da1,"Synthesize information from context to determine or clarify nuances in word meanings in a text including general academic, content-area, and technical words and phrases",mixed,prose,mixed,reading,advanced,synthesis,high,"Skill explicitly involves synthesizing information from context to determine word meanings, including academic and technical vocabulary. The mention of 'general academic, content-area, and technical words' indicates application across multiple text types and genres. Grade 12 level combined with synthesis of contextual information for nuanced meanings indicates advanced complexity.",2025-10-16T11:20:23.851366
7412f61e-e69f-e311-9503-005056801da1,"Use context clues (e.g., synonyms, antonyms, examples, definitions, restatement) to determine or clarify the meanings of general academic and content-area words or phrases",mixed,prose,not_applicable,reading,intermediate,analysis,high,"Skill involves analyzing context clues across both academic and content-area texts (mixed text types). Requires analysis-level thinking to examine relationships between unknown words and surrounding context. Intermediate complexity as students must apply multiple strategies (synonyms, antonyms, examples, definitions, restatement) to determine meaning rather than simply identifying words.",2025-10-16T11:20:28.588833
7fd62b4c-44ff-44ee-81e5-0a4711df30dc,"Use context to confirm or autocorrect recognition and comprehension of words, rereading as necessary",mixed,not_applicable,not_applicable,reading,intermediate,application,high,"This skill involves applying context clues to verify word recognition and comprehension, with metacognitive monitoring (rereading). It's applicable across text types and genres. Classified as intermediate complexity because it requires active application of context analysis and self-correction strategies, not just basic recognition. Cognitive demand is application as students must use context to confirm/correct understanding in real reading situations.",2025-10-16T11:20:36.230504
9112f61e-e69f-e311-9503-005056801da1,"Use context clues (e.g., examples, word relationships, organizational structure, overall meaning of sentence or paragraph) to determine general academic, content-area, and technical or scientific terminology",informational,prose,expository,reading,intermediate,analysis,high,"Skill focuses on determining meaning of academic, content-area, and technical/scientific terminology using context clues, which is primarily found in informational texts. Requires analysis of word relationships and text structure to infer meaning, placing it at intermediate complexity with analytical cognitive demand.",2025-10-16T11:20:41.560908
b712f61e-e69f-e311-9503-005056801da1,"Use context clues (e.g., conjunctive and subordinate clauses) to determine or clarify nuances in word meanings in a text including general academic, domain specific, and technical words and phrases",mixed,prose,mixed,reading,advanced,analysis,high,"Skill focuses on using complex syntactic structures (conjunctive and subordinate clauses) to determine nuanced meanings across general academic, domain-specific, and technical vocabulary. The emphasis on 'nuances' and sophisticated grammatical structures indicates advanced complexity. Mixed text types because skill applies to both informational (technical, domain-specific) and potentially literary texts. Primary cognitive demand is analysis as students must examine context clues and infer subtle meaning distinctions.",2025-10-16T11:20:50.078134
5d12f61e-e69f-e311-9503-005056801da1,"Use sentence-level context clues (e.g., word placement) to determine or clarify the meanings of unfamiliar words",mixed,prose,not_applicable,reading,intermediate,application,high,Skill involves applying knowledge of sentence structure and word placement to determine word meanings. Mixed text_type because context clues can be used across both fictional and informational texts. Intermediate complexity as it requires applying syntactic knowledge beyond basic word recognition. Application-level cognitive demand as students must use contextual information to determine meaning.,2025-10-16T11:20:57.358489
4612f61e-e69f-e311-9503-005056801da1,"Apply foundational skills to recognize vocabulary in context (e.g., use context clues such as illustrations, sounding out)",mixed,prose,not_applicable,reading,basic,application,high,"Foundational vocabulary recognition skill using context clues and illustrations applies across text types. Classified as 'application' because students must apply decoding and context strategies to determine word meaning, though it's basic-level application appropriate for Kindergarten.",2025-10-16T11:21:03.312956
04c4fde4-36bc-4422-a6d9-c3613aef7244,"Use sentence-level context clues (e.g., word placement, foundational skills such as affixes and syllabication) to determine or clarify the meanings of unfamiliar words",mixed,prose,not_applicable,reading,intermediate,application,high,"This vocabulary skill applies across text types using sentence-level context and structural analysis (affixes, syllabication). Students must apply multiple strategies to determine word meaning, moving beyond simple recall to active problem-solving with unfamiliar words.",2025-10-16T11:21:10.123274
6440c225-3800-e411-9e54-005056801da1,"Read an increasingly wide range of fiction, poetry, and plays",fictional,mixed,literary,reading,intermediate,comprehension,high,"Skill explicitly mentions fiction, poetry, and plays, indicating mixed text modes within fictional/literary texts. Focus is on expanding range of reading materials, suggesting comprehension across diverse literary forms at Grade 5 level.",2025-10-16T11:21:15.500470
a577d632-0176-41fa-8a10-3069a2ac9684,"Analyze the effects of literary devices (e.g., ambiguity, contradiction, subtlety, paradox, irony, sarcasm, overstatement, metaphor) in various forms of literary nonfiction",informational,prose,literary,reading,advanced,analysis,high,Skill explicitly focuses on 'literary nonfiction' which is informational text with literary qualities. Analyzing effects of literary devices requires advanced analytical thinking. The cognitive demand is analysis as students must examine how devices function and their impact on meaning.,2025-10-16T11:21:19.325735
c3b33a36-cd82-41f4-aca1-13033a56a4f8,"With support, begin to differentiate between story events that are make-believe and those that could happen in real life",fictional,prose,narrative,reading,basic,analysis,high,"Skill focuses on distinguishing reality from fantasy in stories, which is a foundational analytical skill applied to fictional narratives. Despite being 'basic' in complexity due to Pre-K level and support requirement, it requires 'analysis' cognitive demand as students must compare and categorize story elements.",2025-10-16T11:21:25.031096
65334c9c-a69f-e311-9503-005056801da1,"Identify and analyze different forms of drama (e.g., comedy, tragedy), describing their characteristics and purposes, and understand the use of dialogue, soliloquies, asides, stage directions, and character foils in plays",fictional,mixed,literary,reading,advanced,analysis,high,"Focuses on drama/plays which are literary fictional texts with unique structural elements (dialogue, stage directions). Text_mode is 'mixed' because drama combines prose dialogue with poetic elements in some forms. Task requires both identification and analysis of dramatic forms and conventions, placing it at advanced complexity with analysis-level cognitive demand.",2025-10-16T11:21:30.840240
3a12f61e-e69f-e311-9503-005056801da1,"Interpret a variety of informational texts and literary nonfiction in light of their characteristics, including expository works (e.g., speeches, essays), technical and scientific writing (manuals, content-area works), and argumentation (court opinions, periodicals)",informational,prose,mixed,reading,advanced,analysis,high,"Skill focuses on interpreting multiple informational text types (expository, technical/scientific, argumentative) in light of their characteristics. Mixed genre reflects the variety of informational genres. Analysis-level cognitive demand required to interpret texts considering their specific characteristics. Advanced complexity due to variety of sophisticated text types and need to understand genre-specific features.",2025-10-16T11:21:39.729952
3d334c9c-a69f-e311-9503-005056801da1,"Analyze characteristics of different forms of literary text (e.g., ballads, epics, short stories, novels, traditional tales, and literary nonfiction such as essays and biographies) recognizing structural differences",mixed,mixed,literary,reading,intermediate,analysis,high,"Skill explicitly involves analyzing multiple literary forms including both prose (short stories, novels, essays, biographies) and poetry (ballads, epics). Requires comparing structural differences across genres, which is analytical work. Mixed text types as it includes both fictional (ballads, epics, short stories, novels, traditional tales) and informational (literary nonfiction: essays, biographies).",2025-10-16T11:21:49.597934
66c1820d-a045-43c0-ad87-7f033d5e774d,"Analyze how authors of literary nonfiction use literary devices (e.g., allusions, figurative language, epigraphs, stories within stories) to achieve desired effects",informational,prose,literary,reading,advanced,analysis,high,"Literary nonfiction is informational content written with literary techniques. The skill requires analyzing author's craft and intended effects, which is advanced analytical work typical of Grade 8 standards.",2025-10-16T11:21:54.932586
5a40c225-3800-e411-9e54-005056801da1,"Read a wide range of fiction, including in particular whole books, short stories, poems and plays with a wide coverage of genres, historical periods, forms and authors, including high-quality works from seminal world literature",fictional,mixed,literary,reading,advanced,evaluation,high,"Skill explicitly covers multiple fictional forms (books, short stories, poems, plays) requiring mixed text modes. Advanced complexity due to wide genre coverage, historical periods, and emphasis on high-quality seminal world literature requiring evaluative reading skills.",2025-10-16T11:22:01.743023
fda5eded-1839-43dd-8f6c-12f0fcd82436,"Compare, contrast, and critique the poetic conventions employed in poems across literary time periods",fictional,poetry,literary,reading,advanced,evaluation,high,"Skill explicitly focuses on poetry across literary time periods. Requires comparing, contrasting, AND critiquing conventions - all high-level analytical and evaluative tasks. The critique component places this firmly at the evaluation level of Bloom's taxonomy.",2025-10-16T11:22:10.115861
51c74872-5069-483d-bc4f-797a2502382d,Evaluate texts from various academic disciplines to determine how those disciplines organize information and treat domain-specific vocabulary,informational,prose,expository,reading,advanced,evaluation,high,Skill requires evaluating texts across multiple academic disciplines to analyze organizational structures and domain-specific vocabulary treatment. The use of 'evaluate' and cross-disciplinary analysis indicates advanced complexity and evaluation-level cognitive demand. Academic discipline texts are primarily informational/expository.,2025-10-16T11:22:13.968629
7db19789-6599-467f-9cd2-406e9f232ced,"Begin to explore oral tribal history, and develop an understanding of how it presents a historical perspective",informational,not_applicable,narrative,listening,intermediate,comprehension,high,"Oral tribal history is informational content delivered in narrative form through oral tradition. Primary skill is listening comprehension with beginning analysis of historical perspective. Task complexity is intermediate as students must both comprehend oral content and begin developing understanding of perspective, which goes beyond basic recall.",2025-10-16T11:22:18.499697
428e34d5-2a3a-4aea-a0ac-c12ae3aa4225,Identify and analyze characteristics of literary nonfiction including the narrative structure and literary devices employed in biographies and autobiographies,informational,prose,narrative,reading,intermediate,analysis,high,Literary nonfiction (biographies/autobiographies) is informational content presented in narrative structure. The skill explicitly requires 'identify and analyze' which indicates analysis-level cognitive demand. Task complexity is intermediate as it involves both identification and analysis of literary devices and narrative structures.,2025-10-16T11:22:23.313794
52df3f65-de82-49f7-b3b6-e6f5ce346928,"Deepen knowledge and interpretations of works, literary trends and movements, or authors of Latin American literature by consulting literary sources",mixed,mixed,literary,reading,advanced,synthesis,high,"This skill involves consulting literary sources to deepen knowledge and interpretations, requiring synthesis of multiple texts about Latin American literature. Mixed text_type and text_mode because students engage with both primary literary works (fictional, potentially poetry) and secondary literary criticism/analysis (informational). The task requires advanced synthesis of information from multiple sources to build deeper understanding.",2025-10-16T11:22:27.599796
323fc225-3800-e411-9e54-005056801da1,"Identify how great dramatists use specific techniques to make their work effective on stage (e.g., the use of pathetic fallacy in the opening scene of <i>Macbeth</i>)",fictional,mixed,literary,reading,advanced,analysis,high,Focuses on analyzing dramatic techniques in plays (literary texts). 'Mixed' mode because drama includes both prose dialogue and sometimes verse. Requires analysis of how specific literary devices (pathetic fallacy) contribute to theatrical effectiveness. Advanced complexity due to examining author's craft and dramatic conventions.,2025-10-16T11:22:35.445806
3d12f61e-e69f-e311-9503-005056801da1,Analyze informational texts in light of their genre characteristics such as the rhetorical devices of foundational documents or the aesthetic qualities of literary nonfiction and describe how generic conventions affect the text,informational,prose,mixed,reading,advanced,analysis,high,"Skill explicitly focuses on analyzing informational texts across multiple genres (foundational documents with rhetorical devices and literary nonfiction with aesthetic qualities). Requires analysis of genre characteristics and their effects on text, indicating advanced cognitive demand. Mixed genre reflects the variety of informational text types mentioned.",2025-10-16T11:22:39.925929
693dc225-3800-e411-9e54-005056801da1,"Analyze the range of techniques that great dramatists use to make their work effective on stage (e.g., Shakespeare's use of soliloquy to communicate a character's true motivations to the audience)",fictional,mixed,literary,reading,advanced,analysis,high,Focuses on analyzing dramatic techniques in plays (fictional/literary texts). Text_mode is 'mixed' because drama includes both prose dialogue and potentially verse/poetry (especially in Shakespeare). Cognitive demand is 'analysis' as students must examine and understand how specific techniques create theatrical effectiveness. Task complexity is 'advanced' due to the requirement to analyze a range of sophisticated literary devices across multiple works.,2025-10-16T11:22:46.537405
dee4d9f3-e8b0-450e-bb96-5972b13b7b22,Explain a playwright's use of dialogue and stage directions,fictional,not_applicable,literary,reading,intermediate,analysis,high,"Skill focuses on analyzing playwright's craft elements (dialogue and stage directions) in dramatic texts. Requires understanding how these literary devices function and explaining their purpose, which is analytical work with fictional/literary drama texts.",2025-10-16T11:22:57.982469
341d03d8-b2c0-4a1b-8c54-61c2566a4b4b,"Recognize and observe differences between the written and spoken conventions of Spanish (e.g., using incomplete sentences in spoken Spanish is allowed, while in written Spanish complete sentences are required)",mixed,prose,not_applicable,language,intermediate,analysis,high,"This skill requires comparing and contrasting written vs. spoken Spanish conventions, which is analytical in nature. It applies to both fictional and informational texts since conventions apply across text types. The skill is primarily about language mechanics and conventions rather than reading comprehension or writing production specifically.",2025-10-16T11:23:02.942727
ff807d9d-d7d3-4196-bb4d-0c9897aa5493,Explain and evaluate how texts from various academic disciplines organize information and treat content and domain-specific vocabulary,informational,prose,expository,reading,advanced,evaluation,high,"Skill focuses on analyzing and evaluating organizational structures and domain-specific vocabulary across academic disciplines, requiring high-level critical thinking about informational texts. The 'explain and evaluate' verbs indicate evaluation-level cognitive demand.",2025-10-16T11:23:09.875027
f810f61e-e69f-e311-9503-005056801da1,"Analyze the characteristics of genres of fiction (e.g., historical fiction, mystery, science fiction, fantasy, myth), different forms of poetry (e.g., sonnet, haiku, free verse), and drama (e.g., comedy, tragedy), and describe how the characteristics influence a text",fictional,mixed,literary,reading,advanced,analysis,high,"Skill explicitly addresses fiction genres, poetry forms, and drama. Requires analyzing characteristics and describing their influence on texts, which is analytical thinking. Mixed mode due to inclusion of both prose (fiction, drama) and poetry. Literary genre encompasses all mentioned forms.",2025-10-16T11:23:18.105148
93334c9c-a69f-e311-9503-005056801da1,"Analyze the influence of classical literature (e.g., Greek drama) on modern literature, and recognize and analyze dramatic conventions (e.g., chorus, monologue, dramatic irony), and compare a classic work to its modern adaptation",fictional,mixed,literary,reading,advanced,analysis,high,"Skill focuses on analyzing classical and modern literature, specifically drama. Mixed mode because it involves both dramatic prose and poetic elements typical of Greek drama. Advanced complexity due to comparative analysis across time periods and recognition of sophisticated dramatic conventions. Primary cognitive demand is analysis, though it approaches evaluation when comparing adaptations.",2025-10-16T11:23:23.236185
ed3fc225-3800-e411-9e54-005056801da1,Learn to appreciate and to recite simple poems and rhymes from memory,fictional,poetry,literary,speaking,basic,recall,high,"Skill explicitly focuses on poems and rhymes with memorization and recitation as primary activities. While appreciation involves some comprehension, the measurable skill is recall through recitation. Speaking domain is primary due to recitation focus, though reading/listening are involved in learning the poems.",2025-10-16T11:23:28.930906
1a3ec225-3800-e411-9e54-005056801da1,"Confidently read nonfiction texts with a range of structural and presentational features (e.g., biographies, textbooks)",informational,prose,expository,reading,intermediate,comprehension,high,"Skill focuses on reading nonfiction texts (biographies, textbooks) with varied structural features. The emphasis on 'confidently read' and navigating structural/presentational features indicates comprehension-level cognitive demand and intermediate complexity appropriate for Grade 5.",2025-10-16T11:23:32.963756
8b9cfa7f-47c4-4195-921b-f26216e7ddf4,"Identify where a text lies on a continuum of fact to fiction or opinion (e.g., persuasive text can contain both facts and opinions; a memoir might fictionalize events to make them more exciting; fictional stories can contain factual information)",mixed,prose,mixed,reading,advanced,analysis,high,"Skill requires analyzing multiple text types (persuasive, memoir, fiction) to determine their position on a fact-fiction-opinion continuum. This is analytical work requiring discrimination between factual and fictional elements across genres, making it advanced for grade 4. Mixed text_type and genre because skill explicitly addresses multiple genres and their hybrid nature.",2025-10-16T11:23:44.737028
2b3ec225-3800-e411-9e54-005056801da1,"Continue to read a wide range of fiction, poetry, and plays",fictional,mixed,literary,reading,intermediate,application,high,"Skill explicitly mentions fiction, poetry, and plays, indicating mixed text modes (prose and poetry) within fictional/literary texts. 'Continue to read a wide range' suggests ongoing application of reading skills across diverse literary forms at Grade 4 level.",2025-10-16T11:23:52.801140
47454fc4-035f-459b-a303-13d5ed27db49,"Analyze the importance of stylistic elements (e.g., capitalization, line breaks, word position) on the meaning of a poem",fictional,poetry,literary,reading,advanced,analysis,high,"Skill explicitly focuses on analyzing stylistic elements in poetry, requiring students to examine how formal features affect meaning - a clear analytical task in literary reading",2025-10-16T11:24:00.211120
4f3d6a2f-05c2-430e-9669-f6819899cd8f,"Analyze the function of stylistic elements (e.g., magic helper, rule of three) in traditional and classical literature from various cultures",fictional,mixed,literary,reading,advanced,analysis,high,"Skill focuses on analyzing stylistic elements in traditional and classical literature, which requires analytical thinking about literary devices. Text mode is 'mixed' because traditional literature includes both prose (folktales, myths) and poetry (epic poems, ballads). Task complexity is 'advanced' because analyzing function of stylistic elements goes beyond identification to understanding purpose and effect.",2025-10-16T11:24:07.197457
5940c225-3800-e411-9e54-005056801da1,"Read a wide range of fiction, in particular whole books (e.g., <i>Lord of the Flies</i>), short stories, poems, and plays with a wide coverage of genres, historical periods, forms, and authors, including high-quality Shakespearian works",fictional,mixed,literary,reading,advanced,analysis,high,"Skill explicitly focuses on reading fiction across multiple forms (novels, short stories, poems, plays) including Shakespeare. Mixed mode due to inclusion of both prose and poetry. Advanced complexity due to emphasis on 'wide range,' 'high-quality' works, and canonical literature like Shakespeare and Lord of the Flies at Grade 7 level.",2025-10-16T11:24:15.154767
a88af86c-1531-4008-a81a-e87f40aabaf9,Describe common characteristics and features of literary nonfiction including biography and autobiography,informational,prose,literary,reading,intermediate,analysis,high,"Focuses on literary nonfiction (biography/autobiography), which is informational content presented with literary techniques. Requires analyzing and identifying characteristics/features, indicating intermediate complexity and analytical cognitive demand.",2025-10-16T11:24:19.689468
b73fc225-3800-e411-9e54-005056801da1,"Increase familiarity with a wide range of informational and nonfiction texts, in order to support understanding (e.g., of science topics/processes)",informational,prose,expository,reading,intermediate,comprehension,high,Skill focuses on building familiarity with informational/nonfiction texts to support understanding of content areas like science. Primary goal is comprehension through exposure to range of text types.,2025-10-16T11:24:24.679559
5240c225-3800-e411-9e54-005056801da1,"Read a range of instructional texts which are structured in different ways (e.g., recipes, directions)",informational,prose,procedural,reading,intermediate,comprehension,high,"Instructional texts like recipes and directions are procedural/informational texts. Reading and understanding texts with different structures requires comprehension of organizational patterns, making this intermediate complexity for Grade 2.",2025-10-16T11:24:29.539201
6540c225-3800-e411-9e54-005056801da1,"Read an increasingly wide range of nonfiction (e.g., simple biographies, magazine articles)",informational,prose,expository,reading,intermediate,comprehension,high,"Skill focuses on reading nonfiction texts (biographies, magazine articles) which are informational/expository. The emphasis on 'increasingly wide range' suggests developing comprehension across varied informational texts at grade 5 level.",2025-10-16T11:24:35.309905
3e334c9c-a69f-e311-9503-005056801da1,"Analyze common elements of traditional stories to understand their function, meaning, and contribution to the text",fictional,prose,narrative,reading,intermediate,analysis,high,"Focuses on analyzing traditional stories (folktales, myths, legends) which are fictional narratives. The skill explicitly requires analysis of common elements and their function/meaning/contribution, placing it at the analysis level of Bloom's taxonomy.",2025-10-16T11:24:39.469190
0e5ac5e5-bf31-455c-b982-4624a98012e7,Compare and contrast the variations within Spanish spoken in different parts of the world,informational,prose,expository,language,intermediate,analysis,high,"This skill involves analyzing linguistic variations across Spanish-speaking regions, requiring comparison and contrast of language conventions. It falls under language domain as it focuses on understanding language variation rather than reading comprehension or writing production. The cognitive demand is analysis as students must identify similarities and differences between language varieties.",2025-10-16T11:24:47.157896
3f334c9c-a69f-e311-9503-005056801da1,"Recognize that fiction may blend fact and fiction (e.g., historical fiction)",mixed,prose,narrative,reading,intermediate,analysis,high,"Skill requires recognizing and distinguishing between factual and fictional elements within historical fiction, which blends both text types. This is an analytical task requiring students to identify genre characteristics and understand how fact and fiction interact in narrative texts.",2025-10-16T11:24:51.585987
9848fd89-7479-4de4-b522-53fea07746a0,"Recognize basic characteristics of common types of literature (e.g., story elements, rhyme)",mixed,mixed,literary,reading,basic,recall,high,"Skill focuses on recognizing basic literary characteristics including both prose elements (story elements) and poetry features (rhyme). This is foundational recognition work appropriate for Kindergarten, requiring identification and recall of common literary features across multiple text types.",2025-10-16T11:24:59.034484
bf733be8-6968-4582-ad01-42ef473e6304,"Read, analyze, and demonstrate familiarity with works by authors in American fiction from each major literary period",fictional,prose,literary,reading,advanced,analysis,high,"Skill focuses on American fiction across multiple literary periods, requiring analysis and demonstration of familiarity with literary works. The requirement to analyze works from each major period indicates advanced complexity and analytical cognitive demand.",2025-10-16T11:25:03.165567
2b6737df-8078-48ed-83f4-e0d8a5da4a42,"Understand the relevance of works of the Romantic movement, considering their characteristics and the context in which they are framed",fictional,mixed,literary,reading,advanced,analysis,high,Skill focuses on understanding Romantic movement literature by analyzing characteristics and historical context. Requires analysis of literary works within their cultural/historical framework. Mixed mode as Romantic movement includes both prose and poetry. Advanced complexity due to contextual analysis and movement-specific characteristics.,2025-10-16T11:25:07.552843
18ad84ff-3100-4514-8d9e-a5e2ecef53a0,"Analyze the structure, elements, and characteristics of different genres of literary nonfiction (e.g., memoirs, creative essays, oratory, humor stories)",informational,prose,literary,reading,advanced,analysis,high,"Literary nonfiction is informational content written with literary techniques. The skill explicitly requires analysis of structure, elements, and characteristics across multiple genres (memoirs, essays, oratory, humor), indicating advanced analytical work with informational texts presented in literary form.",2025-10-16T11:25:12.266398
fa3fc225-3800-e411-9e54-005056801da1,"Listen to a wider range of nonfiction, including reference books and textbooks, that is at a level beyond which could be read independently (e.g., books and source materials relating to topics in history)",informational,prose,expository,listening,intermediate,comprehension,high,"Skill focuses on listening comprehension of nonfiction texts (reference books, textbooks, history materials) that are above independent reading level. Primary domain is listening rather than reading. Cognitive demand is comprehension as students must understand content presented orally. Intermediate complexity due to above-grade-level content and need to process information aurally.",2025-10-16T11:25:18.005189
6640c225-3800-e411-9e54-005056801da1,"Read an increasingly wide range of nonfiction, with a wide coverage of topics, historical periods, forms, and authors, including high-quality works (e.g., styles of different journalists)",informational,prose,mixed,reading,intermediate,comprehension,high,"Skill focuses on reading nonfiction texts across diverse topics and forms (including journalism). Task complexity is intermediate as it emphasizes breadth of exposure and recognition of quality rather than deep analysis. Cognitive demand is comprehension as students must understand varied nonfiction texts, though the skill description emphasizes range rather than analytical depth.",2025-10-16T11:25:24.438791
a13dc225-3800-e411-9e54-005056801da1,"Become increasingly familiar with a wider range of stories, fairy tales, and traditional tales",fictional,prose,narrative,reading,basic,comprehension,high,Focuses on exposure to and familiarity with traditional narrative forms; 'becoming familiar' indicates developing comprehension through repeated exposure rather than analysis or creation,2025-10-16T11:25:28.947018
5140c225-3800-e411-9e54-005056801da1,"Read a broad range of nonfiction, with an increasingly wide coverage of topics, historical periods, forms, and authors, including high-quality works (e.g., reviews and critiques)",informational,prose,mixed,reading,advanced,evaluation,high,"Skill focuses on reading nonfiction with broad coverage including reviews and critiques, which require evaluative thinking. Genre is mixed as nonfiction encompasses expository, argumentative, and other forms. Advanced complexity due to emphasis on high-quality works and critical texts like reviews/critiques.",2025-10-16T11:25:33.339841
d446b0c4-a0b1-4bf4-b1fc-b3687cae980d,"With support, identify and discuss basic elements of simple plays (e.g., main characters)",fictional,not_applicable,literary,reading,basic,comprehension,high,"Skill focuses on identifying and discussing basic elements of plays (dramatic literature). While plays can be performed, the skill emphasizes reading comprehension of dramatic text. Task is foundational (with support) and requires understanding/identifying main characters, placing it at comprehension level rather than mere recall.",2025-10-16T11:25:38.500728
f53fc225-3800-e411-9e54-005056801da1,Listen to a wide range of nonfiction that is at a level beyond which could be read independently,informational,prose,expository,listening,basic,comprehension,high,"Skill focuses on listening to nonfiction texts read aloud that exceed independent reading level. Primary domain is listening comprehension of informational content, appropriate for kindergarten where students are building foundational comprehension skills through oral language exposure.",2025-10-16T11:25:43.192203
a73dc225-3800-e411-9e54-005056801da1,"Begin to be aware of how aspects of performance and staging help to communicate the playwright's intentions effectively (e.g., by using a modern day setting for a Shakespeare play)",fictional,not_applicable,literary,reading,intermediate,analysis,high,"Skill focuses on analyzing theatrical performance elements (staging, setting) and their relationship to playwright's intentions, specifically mentioning Shakespeare. Requires analytical thinking about how production choices communicate meaning. Text mode is not_applicable as this involves dramatic performance rather than written prose or poetry format.",2025-10-16T11:25:48.858778
0c334c9c-a69f-e311-9503-005056801da1,Understand that some stories are about make-believe things and others are about real life,mixed,not_applicable,not_applicable,reading,basic,comprehension,high,"Skill focuses on distinguishing between fictional and informational texts, requiring understanding of text characteristics rather than specific genre analysis. Mixed text_type because skill explicitly addresses both make-believe (fictional) and real-life (informational) stories. Cognitive demand is comprehension as students must understand and categorize text types.",2025-10-16T11:25:56.324004
2de27533-39fa-4886-82f7-8668fd6a4c50,"Explain the elements of plot and character as presented through dialogue in scripts that are read, viewed, written, or performed",fictional,not_applicable,literary,reading,intermediate,analysis,high,"Skill focuses on analyzing plot and character elements through dialogue in scripts across multiple modalities (read, viewed, written, performed). Requires analytical thinking to explain how dialogue reveals literary elements. Scripts are dramatic/literary texts, typically fictional. Task complexity is intermediate as it requires understanding relationships between dialogue and literary elements rather than just identification.",2025-10-16T11:26:04.825369
1f4a7ab0-78b0-4197-8e63-bfcdee9df480,Analyze how playwrights characterize their protagonists and antagonists through dialogue and staging,fictional,not_applicable,literary,reading,advanced,analysis,high,Focuses on analyzing dramatic literature (plays) specifically examining characterization techniques through dialogue and staging. Drama/plays are a distinct literary form that doesn't fit traditional prose/poetry categories. Requires analytical thinking to examine how playwrights use specific literary devices for characterization.,2025-10-16T11:26:09.474126
9b3dc225-3800-e411-9e54-005056801da1,"Become familiar with common fairy tales and traditional stories (e.g., be able to recount some events in <i>The Three Little Pigs</i>)",fictional,prose,narrative,reading,basic,recall,high,"Skill focuses on familiarity with and recounting events from traditional fairy tales, which are fictional narratives. The cognitive demand is recall-level as students need to remember and recount story events. Task complexity is basic as it involves foundational exposure and simple retelling appropriate for Kindergarten.",2025-10-16T11:26:17.236207
9d3dc225-3800-e411-9e54-005056801da1,"Become familiar with listening to a range of information in a range of contexts (e.g., labels, lists)",informational,not_applicable,expository,listening,basic,comprehension,high,"Skill focuses on listening comprehension of informational texts (labels, lists) in various contexts. At Pre-K level, this is foundational exposure to informational text structures through oral/auditory mode. Cognitive demand is comprehension as students must understand and become familiar with information presented orally.",2025-10-16T11:26:22.719517
2c3ec225-3800-e411-9e54-005056801da1,"Continue to read a wide range of informational texts (e.g., short texts on school topics)",informational,prose,expository,reading,intermediate,comprehension,high,"Skill focuses on continued reading of informational texts on school topics, indicating sustained comprehension of expository material at grade 4 level. The emphasis on 'wide range' and 'continue' suggests building upon foundational skills with intermediate-level application.",2025-10-16T11:26:31.136388
1e047fff-f072-4bf6-a968-c34a95e37283,Analyze texts from various academic disciplines to determine how those disciplines organize information and treat domain-specific vocabulary,informational,prose,expository,reading,advanced,analysis,high,Skill requires analyzing texts across multiple academic disciplines to identify organizational structures and domain-specific vocabulary treatment. This is clearly analytical work with informational/expository texts from various content areas. The cross-disciplinary comparison and meta-textual analysis indicates advanced complexity.,2025-10-16T11:26:35.906247
43c0b4e6-d9e0-43f1-beec-332ba546453a,Critique how texts from various academic disciplines organize information and treat content and domain-specific vocabulary,informational,prose,expository,reading,advanced,evaluation,high,Skill requires critiquing (evaluating) how texts from academic disciplines organize information and use vocabulary - this is high-level analytical work with informational/expository texts across multiple domains. The word 'critique' signals evaluation-level cognitive demand.,2025-10-16T11:26:40.110325
42ba593d-0738-410f-acb7-d618fb272a73,"Listen to and comprehend a wide range of grade-appropriate nonfiction and literary text as well as texts that are at a level beyond which could be read independently (e.g., chapter books, poetry, science articles)",mixed,mixed,mixed,listening,intermediate,comprehension,high,Skill explicitly involves listening to and comprehending both nonfiction (informational) and literary (fictional) texts including poetry. Mixed text types and modes are clearly indicated. Primary domain is listening comprehension. Task complexity is intermediate as it involves comprehension of grade-appropriate and above-grade-level texts. Cognitive demand is comprehension as the skill focuses on understanding/comprehending content.,2025-10-16T11:26:45.094115
