SKILL_ID,SKILL_NAME,NORMALIZED_NAME,CONTENT_AREA_NAME,GRADE_LEVEL_NAME,GRADE_NUM,SKILL_AREA_NAME,EQUIVALENCE_TYPE,EQUIVALENCE_GROUP_ID,PREREQUISITE_SKILL_IDS,COMPLEXITY_LEVEL,AUTHORITIES
f55f2573-545d-4a7b-861d-fecb4da2b083,Relate a number up to 20 to a point on a number line,relate a number up to 20 to a point on a number line,Mathematics,Grade 1,1.0,Whole Numbers: Place Value,unique,,,,AB|AK|FL|NE|OK|REN|TX
71a3bfaa-479d-e311-b77c-005056801da1,Write a numeral up to 120,write a numeral up to 120,Mathematics,Grade 1,1.0,Whole Numbers: Place Value,unique,,,,AB|AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|REN|RI|SC|SD|TN|UT|VA|VT|WA|WI|WV|WY
1efabc20-6e55-4730-9d19-669314401ced,Explain the reasoning used in finding 10 more or 10 less than a 2-digit number,the reasoning used in finding 10 more or 10 less than a 2-digit number,Mathematics,Grade 1,1.0,Whole Numbers: Place Value,unique,,,,AK|AL|AR|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|KS|KY|LA|MA|MD|ME|MI|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OR|RI|SD|TN|UT|VT|WA|WI|WV|WY
3e5584a5-53bd-442c-8f71-4600b025fc5b,Justify the number of groups of tens and ones that a 2-digit number represents,justify the number of groups of tens and ones that a 2-digit number represents,Mathematics,Grade 1,1.0,Whole Numbers: Place Value,unique,,,,SC|VA
64bac51a-a39f-e311-9503-005056801da1,Recognize a number from a model of tens and ones to 100,a number from a model of tens and ones to 100,Mathematics,Grade 1,1.0,Whole Numbers: Place Value,unique,,,,AB|AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|ENC|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|REN|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY
22566c29-8c51-44b7-9d77-a4fedb5f8dab,Represent a 2-digit number as tens and ones,represent a 2-digit number as tens and ones,Mathematics,Grade 1,1.0,Whole Numbers: Place Value,unique,,,,AR|IN|NE|OK|SC|TN|VA
aff9e31e-9066-47dd-8144-911c7f1c27a5,"Make connections to own experiences, to ideas in other texts, and to the larger community (e.g., the character is like someone I know; many people would make the same choice)","make connections to own experiences, to ideas in other texts, and to the larger community",English Language Arts,Grade 2,2.0,Analysis and Comparison,unique,,,,AB|GA|MO|ND|NE|NM|NY|OK|PDLNMC|PDLTEK|REN|TX|VA
0d3ec225-3800-e411-9e54-005056801da1,"Compare similarities and differences in stories from the same genre (e.g., common characters, events and settings in traditional tales)",compare similarities and differences in stories from the same genre,English Language Arts,Grade 2,2.0,Analysis and Comparison,unique,,,,AB|AL|ENC|ND|OK|SC
d911f61e-e69f-e311-9503-005056801da1,Compare and contrast the most important points presented in informational texts on the same topic,compare and contrast the most important points presented in informational texts on the same topic,English Language Arts,Grade 2,2.0,Analysis and Comparison,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OR|PA|PDLCAC|PDLCCE|PDLILC|PDLNMC|PDLTEK|REN|RI|SC|SD|TN|UT|VA|VT|WA|WI|WV|WY
6ab610a0-c49e-4515-a54e-b33aa71353c4,"Listen to and compare poems by different poets or from different cultures (e.g., two haikus from different time periods)",listen to and compare poems by different poets or from different cultures,English Language Arts,Grade 2,2.0,Analysis and Comparison,unique,,,,ND
d511f61e-e69f-e311-9503-005056801da1,"Explain what the author of a persuasive text is trying to influence the reader to think, feel, or do","what the author of a persuasive text is trying to influence the reader to think, feel, or do",English Language Arts,Grade 2,2.0,Argumentation,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OR|PA|PDLCAC|PDLCCE|PDLILC|PDLNMC|PDLTEK|REN|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY
d611f61e-e69f-e311-9503-005056801da1,Describe how the reasons an author gives support the points the author makes in a text,how the reasons an author gives support the points the author makes in a text,English Language Arts,Grade 2,2.0,Argumentation,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OR|PA|PDLCAC|PDLCCE|PDLILC|PDLNMC|REN|RI|SC|SD|TN|TX|UT|VT|WA|WI|WV|WY
31324c9c-a69f-e311-9503-005056801da1,"Distinguish opinion from fact by recognizing words that signal opinions (e.g., think, feel, believe)",distinguish opinion from fact by recognizing words that signal opinions,English Language Arts,Grade 2,2.0,Argumentation,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OR|PA|PDLCAC|PDLCCE|PDLILC|PDLNMC|PDLTEK|REN|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY
cd816fb5-d088-4621-a1ed-ac0bc21ea2f4,Connect opinions to reasons using linking words in second-grade argumentative writing,connect opinions to reasons using linking words in second-grade argumentative writing,English Language Arts,Grade 2,2.0,Argumentative Writing,unique,,,,AL|AR|AZ|CA|CCSS|CO|FL|GA|HI|IA|IN|KS|KY|LA|MA|MS|NC|OH|OR|SC|TN|UT|WI|WV
948194c1-4628-48c6-9c9d-b747fe1c8ff8,Support an opinion with reasons in second-grade argumentative writing,support an opinion with reasons in second-grade argumentative writing,English Language Arts,Grade 2,2.0,Argumentative Writing,unique,,,,AL|AR|AZ|CA|CCSS|CO|FL|GA|HI|IA|ID|IN|KS|KY|LA|MA|MN|MO|MS|NC|ND|NE|NJ|NY|OH|OK|OR|PA|SC|TN|UT|VA|WI|WV
f6699e72-b060-43bf-9f4b-50970c2fda29,Support opinions with a concluding statement in second-grade argumentative writing,support opinions with a concluding statement in second-grade argumentative writing,English Language Arts,Grade 2,2.0,Argumentative Writing,unique,,,,AL|AR|AZ|CA|CCSS|CO|FL|GA|HI|IA|ID|IN|KS|LA|MA|MN|MO|MS|NC|ND|NE|NJ|OH|OR|PA|TN|UT|VA|WI|WV
7c11f61e-e69f-e311-9503-005056801da1,"Identify what the author wants to describe or explain, or what question the author is answering in an informational text","what the author wants to describe or explain, or what question the author is answering in an informational text",English Language Arts,Grade 2,2.0,Author's Purpose and Perspective,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|PDLCAC|PDLCCE|PDLILC|PDLNMC|PDLTEK|REN|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY
4dd80cc3-b5be-479d-912b-fe2bbc1ec070,Identify the author or storyteller of a text and what the text reveals about their background and perspective,the author or storyteller of a text and what the text reveals about their background and perspective,English Language Arts,Grade 2,2.0,Author's Purpose and Perspective,unique,,,,MN
38dfe5a3-684b-433c-9f23-8b4607001ac9,"Discuss and compare how language can be formal or informal in speech or writing (e.g., kids talking in a story vs. a letter to a teacher)",discuss and compare how language can be formal or informal in speech or writing,English Language Arts,Grade 2,2.0,Author's Purpose and Perspective,unique,,,,AB|CO|GA|KS
26324c9c-a69f-e311-9503-005056801da1,Understand that authors write texts for different purposes,that authors write texts for different purposes,English Language Arts,Grade 2,2.0,Author's Purpose and Perspective,unique,,,,AK|GA|IN|KS|ME|MO|NE|NY|OK|REN|SC|TX|WI
dcc439fe-1234-4161-a3d6-05544b22e011,"Explain why an author wrote an informational text (e.g., to tell about sharks, to tell how to cook spaghetti)",why an author wrote an informational text,English Language Arts,Grade 2,2.0,Author's Purpose and Perspective,unique,,,,FL|GA|HI|KY|ME|MO|NJ|NY|PDLTEK|REN|SC|TX|VA
a6334c9c-a69f-e311-9503-005056801da1,Understand that language can be both literal and figurative,that language can be both literal and figurative,English Language Arts,Grade 2,2.0,Author's Word Choice and Figurative Language,unique,,,,AB|AL|AR|ENC|FL|MO|OK|PDLTEK|REN|SC|TX|VA|WI
7410f61e-e69f-e311-9503-005056801da1,"Identify playful uses of language including riddles, puns, jokes, nonsense words, and tongue twisters in stories, poems, or songs","playful uses of language including riddles, puns, jokes, nonsense words, and tongue twisters in stories, poems, or songs",English Language Arts,Grade 2,2.0,Author's Word Choice and Figurative Language,unique,,,,AB|AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|ENC|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NH|NJ|NM|NV|NY|OH|OK|OR|PA|PDLCAC|PDLCCE|PDLILC|PDLNMC|PDLTEK|REN|RI|SD|TN|TX|UT|VT|WA|WI|WV|WY
d8f6bf69-003d-4ec0-b777-4f7b5bce3e68,Identify simile and metaphor in second-grade stories and poems,simile and metaphor in second-grade stories and poems,English Language Arts,Grade 2,2.0,Author's Word Choice and Figurative Language,unique,,,,
00b510ab-7030-445c-ab4b-6844f51f4c81,"Recognize and respond to feelings that are evoked by a text that is heard, viewed, or read","and respond to feelings that are evoked by a text that is heard, viewed, or read",English Language Arts,Grade 2,2.0,Author's Word Choice and Figurative Language,unique,,,,AB|ENC|GA
7b3fc225-3800-e411-9e54-005056801da1,"Identify the use, and meaning, of figurative language in prose and poetry (e.g., as fast as lightning)","the use, and meaning, of figurative language in prose and poetry",English Language Arts,Grade 2,2.0,Author's Word Choice and Figurative Language,unique,,,,CO|ENC|FL|NE|OK|SC
7510f61e-e69f-e311-9503-005056801da1,"Identify patterns of rhythm, rhyme, repetition, and alliteration in stories, poems, or songs, and describe their effect on the reader","patterns of rhythm, rhyme, repetition, and alliteration in stories, poems, or songs, and describe their effect on the reader",English Language Arts,Grade 2,2.0,Author's Word Choice and Figurative Language,unique,,,,AB|AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|ENC|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|PDLCAC|PDLCCE|PDLILC|PDLNMC|PDLTEK|REN|RI|SC|SD|TN|TX|UT|VT|WA|WI|WV|WY
a7334c9c-a69f-e311-9503-005056801da1,"Recognize how authors create strong images by describing how things look, taste, smell, feel, or sound","how authors create strong images by describing how things look, taste, smell, feel, or sound",English Language Arts,Grade 2,2.0,Author's Word Choice and Figurative Language,unique,,,,AB|AK|CO|ENC|GA|MO|NE|NY|OK|PDLTEK|REN|SC|TX|VA|WI
0119958d-687b-41be-a1e4-e05145ca1ba3,"Blend grade-appropriate words with a greater number of phonemes, including consonant blends and consonant digraphs (e.g., slide, whisper, branch)","blend grade-appropriate words with a greater number of phonemes, including consonant blends and consonant digraphs",English Language Arts,Grade 2,2.0,Blending and Segmenting,unique,,,,IN|MN|SC|VA
4165724f-e2c8-4f24-b116-fc4c0da78a69,"Segment grade-appropriate words, including those with consonant digraphs and consonant blends, into their component phonemes (e.g., shop, blocks)","segment grade-appropriate words, including those with consonant digraphs and consonant blends, into their component phonemes",English Language Arts,Grade 2,2.0,Blending and Segmenting,unique,,,,MN|VA
5c3e38a3-f80f-4ca2-94a9-2da63c52c64d,Use apostrophes to form frequently occurring possessives,apostrophes to form frequently occurring possessives,English Language Arts,Grade 2,2.0,Capitalization and Punctuation,unique,,,,AL|AZ|CA|CCSS|CO|FL|ID|KS|KY|LA|MA|MS|NC|NE|NJ|NY|OH|OR|PA|SC|TN|WI|WV
a783600a-d895-4089-b6ca-589100228db9,Use commas in greetings and closings of letters,commas in greetings and closings of letters,English Language Arts,Grade 2,2.0,Capitalization and Punctuation,unique,,,,AZ|CA|CCSS|CO|FL|ID|KS|KY|LA|MA|MO|MS|NC|NE|NJ|NY|OH|OR|PA|SC|TN|TX|WI|WV
dcaf485a-d78c-4aa9-983c-80a7eb10a749,Capitalize holidays,capitalize holidays,English Language Arts,Grade 2,2.0,Capitalization and Punctuation,unique,,,,AR|AZ|CA|CCSS|CO|FL|ID|KS|KY|LA|MA|MO|MS|NC|ND|NE|NJ|NY|OH|OK|OR|PA|SC|TN|TX|UT|WI|WV
e49c0a96-1839-460f-8547-3db2c49f4e19,Capitalize geographic names,capitalize geographic names,English Language Arts,Grade 2,2.0,Capitalization and Punctuation,unique,,,,AR|AZ|CA|CCSS|CO|FL|ID|KS|KY|LA|MA|MO|MS|NC|ND|NE|NJ|NY|OH|OK|OR|PA|SC|TN|TX|WI|WV
d08e3253-d9e1-4c99-a3b4-f2ccf634ada6,Capitalize product names,capitalize product names,English Language Arts,Grade 2,2.0,Capitalization and Punctuation,unique,,,,AR|AZ|CA|CCSS|CO|FL|ID|KS|KY|LA|MA|MS|NC|ND|NE|NJ|NY|OH|OK|OR|PA|SC|TN|UT|WI|WV
a4a7bd36-eac0-427d-8ebe-18bb38e1bbb0,Use apostrophes to form contractions,apostrophes to form contractions,English Language Arts,Grade 2,2.0,Capitalization and Punctuation,unique,,,,AL|AR|AZ|CA|CCSS|CO|FL|ID|KS|KY|LA|MA|MO|MS|NC|NE|NJ|NY|OH|OK|OR|PA|SC|TN|TX|WI|WV
1c11f61e-e69f-e311-9503-005056801da1,"When reading historical, scientific, and technical texts, describe how some events lead to other events and how actions have consequences/reactions","when reading historical, scientific, and technical texts, describe how some events lead to other events and how actions have consequences/reactions",English Language Arts,Grade 2,2.0,Cause and Effect,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|PDLCAC|PDLCCE|PDLILC|PDLNMC|PDLTEK|REN|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY
1910f61e-e69f-e311-9503-005056801da1,"Describe how characters respond to major events and challenges (e.g., how does the character solve the problem?)",how characters respond to major events and challenges,English Language Arts,Grade 2,2.0,Character and Plot,unique,,,,AB|AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|PDLCAC|PDLCCE|PDLILC|PDLNMC|PDLTEK|REN|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY
8cfb7bbb-a671-40cd-9e9b-1abbc2cdfe7c,Describe how events in a literary text lead to other events and how actions have consequences/reactions,how events in a literary text lead to other events and how actions have consequences/reactions,English Language Arts,Grade 2,2.0,Character and Plot,unique,,,,AB|AR|FL|GA|MO|NE|OK|PDLTEK|REN|SC|TX
1710f61e-e69f-e311-9503-005056801da1,Describe major and minor characters and their traits using key details,major and minor characters and their traits using key details,English Language Arts,Grade 2,2.0,Character and Plot,unique,,,,AB|AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|ENC|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|PDLCAC|PDLCCE|PDLILC|PDLNMC|PDLTEK|REN|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY
33324c9c-a69f-e311-9503-005056801da1,Extend understanding of text by considering alternate endings to stories,extend understanding of text by considering alternate endings to stories,English Language Arts,Grade 2,2.0,Character and Plot,unique,,,,AB|REN|SC
1a11f61e-e69f-e311-9503-005056801da1,"Describe direct comparisons indicated by comparative adjectives (e.g., cold, colder) to understand connections between events and ideas in an informational text",direct comparisons indicated by comparative adjectives to understand connections between events and ideas in an informational text,English Language Arts,Grade 2,2.0,Compare and Contrast,unique,,,,AB|AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|REN|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY
f4ee4a01-1861-4dff-bb53-36b639146a52,"Describe direct comparisons indicated by related adjectives (e.g., grande, gigante, enorme; frío, helado, congelado, etc.) to understand connections between events and ideas in an informational text",direct comparisons indicated by related adjectives to understand connections between events and ideas in an informational text,English Language Arts,Grade 2,2.0,Compare and Contrast,unique,,,,PDLCAC|PDLCCE|PDLILC|PDLNMC|PDLTEK|REN
d90ff61e-e69f-e311-9503-005056801da1,"Recognize associated spelling patterns of final consonant blends (e.g., pick the letters that make the last sound in the word <i>desk</i>)",associated spelling patterns of final consonant blends,English Language Arts,Grade 2,2.0,"Consonants, Blends, Digraphs",unique,,,,AK|AL|AR|AZ|CA|CCSS|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|REN|RI|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY
64d91921-f72f-491f-9926-2e8a4830de39,"Decode grade-appropriate one- and two-syllable words using knowledge of consonant trigraphs (e.g., kitchen, bridge)",decode grade-appropriate one- and two-syllable words using knowledge of consonant trigraphs,English Language Arts,Grade 2,2.0,"Consonants, Blends, Digraphs",unique,,,,GA|HI|IA|OK|VA
9c314c9c-a69f-e311-9503-005056801da1,"Recognize spelling patterns in words with initial consonant blends of two or three letters (e.g., The word is <i>strap</i>. Pick the letters that make the sound at the beginning of <i>strap</i>. Pick from <i>spl</i>, <i>spr</i>, <i>str</i>.)",spelling patterns in words with initial consonant blends of two or three letters,English Language Arts,Grade 2,2.0,"Consonants, Blends, Digraphs",unique,,,,AB|AL|GA|HI|IN|ND|OK|REN|SC|TX|VA
377c1f18-aff7-47de-aa72-b224a854022f,"Decode and encode words with hard and soft <i>c</i> (e.g., candle/cent) and <i>g</i> (e.g., glass/large) in context and in isolation",decode and encode words with hard and soft c and g in context and in isolation,English Language Arts,Grade 2,2.0,"Consonants, Blends, Digraphs",unique,,,,AL|AR|KS|ND|OK|SC|UT
9e312395-00ca-4414-b43f-e11a40e57d3e,"Decode words with commonly confused voiced and unvoiced consonant sounds (e.g., <i>t</i> [taken] and <i>d</i> [dirt]; <i>p</i> [pick] and <i>b</i> [burn]; <i>f</i> [fair] and <i>v</i> [visit] <i>s</i> [such] and <i>z</i> [zero]; /sh/ [washed] and /zh/ [treasure])",decode words with commonly confused voiced and unvoiced consonant sounds,English Language Arts,Grade 2,2.0,"Consonants, Blends, Digraphs",unique,,,,AL|ND
5240c225-3800-e411-9e54-005056801da1,"Read a range of instructional texts which are structured in different ways (e.g., recipes, directions)",read a range of instructional texts which are structured in different ways,English Language Arts,Grade 2,2.0,Conventions and Range of Reading,unique,,,,AR|ENC|GA|HI|KS|UT|VA
17334c9c-a69f-e311-9503-005056801da1,"Distinguish among genres including poetry, plays, fiction (stories, folktales), and nonfiction (social studies, technical)","distinguish among genres including poetry, plays, fiction, and nonfiction",English Language Arts,Grade 2,2.0,Conventions and Range of Reading,unique,,,,AB|ENC|FL|GA|OK|REN|SC
993dc225-3800-e411-9e54-005056801da1,"Become familiar with an increasing range of stories, fairy tales, myths, and legends","become familiar with an increasing range of stories, fairy tales, myths, and legends",English Language Arts,Grade 2,2.0,Conventions and Range of Reading,unique,,,,AR|ENC|HI|KS|UT|VA
273fc225-3800-e411-9e54-005056801da1,"Identify conventions used in a range of familiar stories (e.g., heroic figures, pattern of three events)",conventions used in a range of familiar stories,English Language Arts,Grade 2,2.0,Conventions and Range of Reading,unique,,,,ENC|GA|HI
26114bbd-e49f-4444-9814-c541423bc6d6,Identify the elements of dialogue and use them when performing informal plays,the elements of dialogue and use them when performing informal plays,English Language Arts,Grade 2,2.0,Conventions and Range of Reading,unique,,,,ENC|MA|MO|PDLTEK|RI|TX
16334c9c-a69f-e311-9503-005056801da1,Distinguish between fiction and nonfiction,distinguish between fiction and nonfiction,English Language Arts,Grade 2,2.0,Conventions and Range of Reading,unique,,,,GA|MN|MO|NE|OK|REN|TX|VA
e410f61e-e69f-e311-9503-005056801da1,"Explain the differences between genres including poetry, plays, and fiction (e.g., stories, folktales)","the differences between genres including poetry, plays, and fiction",English Language Arts,Grade 2,2.0,Conventions and Range of Reading,unique,,,,AB|AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|PDLCAC|PDLCCE|PDLILC|PDLNMC|PDLTEK|REN|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY
ae49ea49-70f2-484f-b568-58365817f70d,"Read and identify types of poetry including free verse, rhymed verse, haiku, and limerick, and explore the differences","read and identify types of poetry including free verse, rhymed verse, haiku, and limerick, and explore the differences",English Language Arts,Grade 2,2.0,Conventions and Range of Reading,unique,,,,AL|ENC|GA|ND|OK
f83fc225-3800-e411-9e54-005056801da1,Listen to a wider range of contemporary and classic poetry and stories that are at a level beyond which could be read independently,listen to a wider range of contemporary and classic poetry and stories that are at a level beyond which could be read independently,English Language Arts,Grade 2,2.0,Conventions and Range of Reading,unique,,,,AB|ENC|GA|ID|ND|NE|VA
2212f61e-e69f-e311-9503-005056801da1,"Explain the differences between genres of informational texts (e.g., biographies, content-area books, directions)",the differences between genres of informational texts,English Language Arts,Grade 2,2.0,Conventions and Range of Reading,unique,,,,AB|AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|ENC|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|PDLCAC|PDLCCE|PDLILC|PDLNMC|REN|RI|SD|TN|UT|VT|WA|WI|WV|WY
f63fc225-3800-e411-9e54-005056801da1,"Listen to a wide range of nonfiction, including reference books and textbooks, that is at a level beyond which could be read independently","listen to a wide range of nonfiction, including reference books and textbooks, that is at a level beyond which could be read independently",English Language Arts,Grade 2,2.0,Conventions and Range of Reading,unique,,,,AB|ENC|GA|ID|ND|NE|VA
4f97d8e5-fffb-4822-bce7-1931f73615c5,Maintain meaning when paraphrasing texts read independently,maintain meaning when paraphrasing texts read independently,English Language Arts,Grade 2,2.0,Development of Independence,unique,,,,AB|MO|TX
ff0ff61e-e69f-e311-9503-005056801da1,"Confirm or correct understanding of a word in context through the use of various text features (e.g., illustrations, bold print, glossaries), phonics (e.g., sounding out words, especially initial and final letters), and by applying repair strategies (e.g., slowing reading pace and/or rereading aloud)","confirm or correct understanding of a word in context through the use of various text features, phonics, and by applying repair strategies",English Language Arts,Grade 2,2.0,Development of Independence,unique,,,,AB|AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|ENC|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NH|NJ|NM|NV|NY|OH|OK|OR|PA|PDLCAC|PDLCCE|PDLNMC|REN|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY
593ec225-3800-e411-9e54-005056801da1,"Demonstrate increasingly independent, fluent reading, automatically applying knowledge of grapheme-phoneme correspondences","increasingly independent, fluent reading, automatically applying knowledge of grapheme-phoneme correspondences",English Language Arts,Grade 2,2.0,Development of Independence,unique,,,,AB|ENC|GA|MO|SC|VA
dfc50ee3-a6af-4eb7-b231-1577c05efedd,Engage in whole- and small-group guided reading of second-grade-appropriate texts to practice reading strategies,engage in whole- and small-group guided reading of second-grade-appropriate texts to practice reading strategies,English Language Arts,Grade 2,2.0,Development of Independence,unique,,,,AB|AL|AR|GA|HI|ID|KY|NE|PDLTEK|REN|SC|TX|VA
2d324c9c-a69f-e311-9503-005056801da1,"Confirm or correct understanding of a text by previewing, adjusting reading speed, and rereading text portions aloud","confirm or correct understanding of a text by previewing, adjusting reading speed, and rereading text portions aloud",English Language Arts,Grade 2,2.0,Development of Independence,unique,,,,AB|AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|ENC|FL|GA|HI|IA|ID|IL|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|PDLCAC|PDLCCE|PDLILC|PDLNMC|PDLTEK|REN|RI|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY
8c1f5b48-9fad-464c-adb5-d83af8d0cef1,"With support, seek clarification of a text by using reading strategies or asking questions","with support, seek clarification of a text by using reading strategies or asking questions",English Language Arts,Grade 2,2.0,Development of Independence,unique,,,,AB|ENC|KY|MO|ND|NY|SC|TX|VA
819bcd84-1898-468d-9bc0-6489a3ca3b75,"Recognize and read grade level words containing <i>h</i> (which is always silent, except in the digraph <i>ch</i>), or with <i>u</i> (which is silent in the syllables /que/, /qui/, /gue/, /gui/)","and read grade level words containing h, or with u",English Language Arts,Grade 2,2.0,Grapheme-phoneme Correspondences (GPCs),unique,,,,PDLCAC|PDLCCE|PDLILC|PDLNMC|PDLTEK|REN
1d10f61e-e69f-e311-9503-005056801da1,"Draw simple conclusions about characters, settings, and major events in a literary text using details from text and illustrations","draw simple conclusions about characters, settings, and major events in a literary text using details from text and illustrations",English Language Arts,Grade 2,2.0,Inference and Evidence,unique,,,,AB|AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|ENC|FL|GA|HI|IA|ID|IL|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|PDLCAC|PDLCCE|PDLILC|PDLNMC|PDLTEK|REN|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY
1c10f61e-e69f-e311-9503-005056801da1,"Ask and answer who, what, where, when, why, and how questions about key details in a literary text","ask and answer who, what, where, when, why, and how questions about key details in a literary text",English Language Arts,Grade 2,2.0,Inference and Evidence,unique,,,,AB|AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|ENC|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|PDLCAC|PDLCCE|PDLILC|PDLNMC|PDLTEK|REN|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY
3998d2da-c024-4a83-a73f-42e562682877,Discuss textual evidence when making connections to a text,discuss textual evidence when making connections to a text,English Language Arts,Grade 2,2.0,Inference and Evidence,unique,,,,AB|AL|ENC|GA|IA|NY|OK|PDLTEK|REN|TX|VA|WI
