SKILL_ID,SKILL_NAME,SKILL_AREA_NAME,CONTENT_AREA_NAME,GRADE_LEVEL_NAME,GRADE_LEVEL_SHORT_NAME,TAXONOMY_PATH,CONFIDENCE,SEMANTIC_SIMILARITY,NEEDS_REVIEW,ALTERNATIVE_1,ALTERNATIVE_2,RATIONALE,strand,pillar,domain,skill_area,skill_area,skill_subset
1996c366-c142-4a70-a101-859faf8a4dc8,Sequence the main events of a plot,Language Comprehension > Verbal Reasoning > Analytical Reasoning > Text Structure Analysis > Analyzing Plot Elements > Recognizing Plot Structure,High,0.5232227,False,Language Comprehension > Literacy Knowledge > Literary Form > Narrative Form > Elements Of Plot > Understanding Rising Action,Language Comprehension > Literacy Knowledge > Literary Form > Narrative Form > Elements Of Plot > Understanding Exposition,"This node directly addresses the analytical skill of recognizing how plot is structured, which is the core competency needed to sequence main events. Sequencing requires understanding the organizational structure of plot elements, making this the most precise match for the receptive comprehension skill described.",Character and Plot,English Language Arts,Grade 3,3,Language Comprehension,Verbal Reasoning,Analytical Reasoning,Text Structure Analysis,Analyzing Plot Elements,Recognizing Plot Structure
ef0b2310-13e6-4628-ad3f-72d1c46ad684,Recognize dialect and conversational voice and explain how authors use dialect to convey character,Language Comprehension > Literacy Knowledge > Narrative Techniques > Narrative Conventions and Techniques > Characterization Techniques > Understanding Indirect Characterization by Dialogue,High,0.6624527,False,Language Comprehension > Literacy Knowledge > Narrative Techniques > Narrative Conventions and Techniques > Dialogue and Monologue > Understanding Direct Dialogue,Language Comprehension > Literacy Knowledge > Narrative Techniques > Narrative Conventions and Techniques > Narrative Voice and Perspective > Understanding Free Indirect Discourse,"This is the most precise match as the skill specifically focuses on how authors use dialect (a form of dialogue) to convey character traits. Dialect is a specialized form of dialogue that reveals character through speech patterns, making this a clear example of indirect characterization through dialogue.",Character and Plot,English Language Arts,Grade 6,6,Language Comprehension,Literacy Knowledge,Narrative Techniques,Narrative Conventions and Techniques,Characterization Techniques,Understanding Indirect Characterization by Dialogue
0c10f61e-e69f-e311-9503-005056801da1,"With prompting and support, identify and begin to describe the characters in a story",Language Comprehension > Literacy Knowledge > Literary Form > Narrative Form > Elements Of Story > Understanding Character,High,0.64608675,False,Language Comprehension > Literacy Knowledge > Narrative Techniques > Narrative Conventions and Techniques > Characterization Techniques > Understanding Direct Characterization,Language Comprehension > Verbal Reasoning > Theory of Mind and Narrative Analysis > Character Analysis > Understanding Characters' Thoughts and Emotions > Recognizing Character Thoughts,"This is the most appropriate match for a foundational kindergarten skill focused on identifying and beginning to describe characters. ""Understanding Character"" as an element of story represents the basic, grade-appropriate introduction to character concepts without the complexity of characterization techniques, character development, or psychological analysis that would be beyond kindergarten level.",Character and Plot,English Language Arts,Kindergarten,K,Language Comprehension,Literacy Knowledge,Literary Form,Narrative Form,Elements Of Story,Understanding Character
33324c9c-a69f-e311-9503-005056801da1,Extend understanding of text by considering alternate endings to stories,Language Comprehension > Literacy Knowledge > Literary Form > Narrative Form > Elements Of Plot > Understanding Resolution,High,0.649354,False,Language Comprehension > Literacy Knowledge > Literary Form > Contextual and Intertextual Understanding > Adaptation > Understanding Literary Adaptation,Language Comprehension > Literacy Knowledge > Literary Form > Narrative Form > Elements Of Plot > Understanding Climax,"Considering alternate endings directly engages students with how stories resolve. This skill requires understanding how plot elements conclude and imagining different resolutions, making it a strong match for exploring story endings and their variations.",Character and Plot,English Language Arts,Grade 2,2,Language Comprehension,Literacy Knowledge,Literary Form,Narrative Form,Elements Of Plot,Understanding Resolution
cf059d6d-438b-4657-aec0-65773ab928d4,"Explain the roles and functions of characters in a plot (e.g., hero, villain, supporting characters, contrasts)",Language Comprehension > Literacy Knowledge > Literary Device > Character Archetype > Heroic Traits > Understanding the role of the Hero,High,0.6614067,False,Language Comprehension > Literacy Knowledge > Literary Device > Character Archetype > Villainous Traits > Understanding the role of the Villain,Language Comprehension > Literacy Knowledge > Literary Device > Character Archetype > Contrasting Characters > Understanding the role of the Foil,"This skill explicitly asks students to explain character roles including ""hero,"" making this a direct match. The node focuses on understanding the functional role of the hero archetype in narrative structure, which aligns perfectly with the skill's emphasis on explaining how characters function within a plot.",Character and Plot,English Language Arts,Grade 5,5,Language Comprehension,Literacy Knowledge,Literary Device,Character Archetype,Heroic Traits,Understanding the role of the Hero
42faf188-f8b6-498a-91c8-b660d69e6721,Describe character relationships,Language Comprehension > Verbal Reasoning > Theory of Mind and Narrative Analysis > Character Analysis > Understanding Characters' Relationships > Relationship Mapping,High,0.6502101,False,Language Comprehension > Verbal Reasoning > Theory of Mind and Narrative Analysis > Character Analysis > Understanding Characters' Relationships > Conflict Resolution,Language Comprehension > Literacy Knowledge > Literary Form > Narrative Form > Elements Of Story > Understanding Character,"This is the most direct match for ""Describe character relationships."" Relationship Mapping specifically addresses identifying and describing how characters relate to one another in narratives, which is the core objective of this Grade 3 skill.",Character and Plot,English Language Arts,Grade 3,3,Language Comprehension,Verbal Reasoning,Theory of Mind and Narrative Analysis,Character Analysis,Understanding Characters' Relationships,Relationship Mapping
4d10f61e-e69f-e311-9503-005056801da1,Analyze how complex character relationships and interactions influence the plot,Language Comprehension > Verbal Reasoning > Theory of Mind and Narrative Analysis > Character Analysis > Understanding Characters' Relationships > Relationship Mapping,High,0.6007519,False,Language Comprehension > Verbal Reasoning > Analytical Reasoning > Text Structure Analysis > Analyzing Plot Elements > Evaluating Plot Progression,Language Comprehension > Verbal Reasoning > Theory of Mind and Narrative Analysis > Character Analysis > Analyzing Character Development > Mapping Character Development Arcs,"This is the most direct match as the ROCK skill explicitly focuses on analyzing ""complex character relationships and interactions."" Relationship Mapping captures the systematic analysis of how characters relate to one another, which is the primary component of this Grade 9 skill.",Character and Plot,English Language Arts,Grade 9,9,Language Comprehension,Verbal Reasoning,Theory of Mind and Narrative Analysis,Character Analysis,Understanding Characters' Relationships,Relationship Mapping
1ffa792b-783e-4fa3-93b2-6677d97e74c7,Describe comparisons indicated by clauses beginning with words such as <i>but</i> and <i>however</i> in literary texts,Language Comprehension > Language Structure > Parts of Speech > Conjunction Categories > Subordinating Conjunctions > Identifying Subordinating Conjunctions,Medium,0.47053313,True,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Elements of Comparison > Recognizing Comparison Points,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,"This skill explicitly focuses on clauses beginning with specific conjunctions (""but"" and ""however""). While ""but"" is typically a coordinating conjunction and ""however"" is a conjunctive adverb, the skill's emphasis on recognizing and understanding how these words signal contrast aligns with conjunction identification. However, the skill goes beyond mere identification to understanding the comparative/contrastive relationship these words signal.",Compare and Contrast,English Language Arts,Grade 3,3,Language Comprehension,Language Structure,Parts of Speech,Conjunction Categories,Subordinating Conjunctions,Identifying Subordinating Conjunctions
b9324c9c-a69f-e311-9503-005056801da1,"Analyze subtle similarities and differences in information, ideas, wording, and other elements of texts in order to support conclusions",Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,High,0.66208315,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Elements of Comparison > Recognizing Comparison Points,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Intertextual Analysis > Comparing Media > Comparing Thematic Parallels,"This is the most direct match for the skill's core objective of analyzing ""subtle similarities and differences"" in textual elements. The focus on evaluating both similarities and differences aligns precisely with the skill's requirement to compare information, ideas, and wording to support conclusions.",Compare and Contrast,English Language Arts,Grade 8,8,Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Comparative Analysis,Comparative Techniques,Evaluating Similarities and Differences
2be4717d-ea5b-4db9-8c4b-511beabb6d36,"Compare and contrast the variation within Spanish (dialects, registers) used in stories, dramas and poems",Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,High,0.5810464,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Intertextual Analysis > Comparing Media > Comparing Media Forms,Language Comprehension > Vocabulary Knowledge > Word Learning Strategies > Use of Reference Materials > Cross-Linguistic Influence > Identifying False Cognates,"This skill directly involves comparing and contrasting linguistic variations (dialects, registers) across literary forms. ""Evaluating Similarities and Differences"" captures the core analytical process of identifying how Spanish varies within different texts, which is fundamentally a comparative analysis task applied to language variation.",Compare and Contrast,English Language Arts,Grade 5,5,Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Comparative Analysis,Comparative Techniques,Evaluating Similarities and Differences
a4324c9c-a69f-e311-9503-005056801da1,"Analyze similarities and differences in purpose, cultural perspective, or biases between or within texts (e.g., Huck Finn and efforts to ""civilize"" him)",Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Intertextual Analysis > Comparing Media > Comparing Thematic Parallels,High,0.5837251,False,Language Comprehension > Verbal Reasoning > Analytical Reasoning > Critical Literacy > Questioning Texts > Comparing Different Perspectives,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,"This skill explicitly requires comparing texts (intertextual analysis) with focus on purpose, cultural perspective, and biases—all of which are thematic elements that parallel across texts. The Huck Finn example demonstrates comparing thematic concepts (civilization efforts) between or within texts, which aligns precisely with comparing thematic parallels.",Compare and Contrast,English Language Arts,Grade 7,7,Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Intertextual Analysis,Comparing Media,Comparing Thematic Parallels
0d11f61e-e69f-e311-9503-005056801da1,"With prompting and support, tell how two individuals, events, ideas, or facts in an informational text are alike or different",Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,High,0.6282662,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Elements of Comparison > Recognizing Comparison Points,"Language Comprehension > Literacy Knowledge > Literary Form > Text Genres > Informational Text > Understanding Informational Text Techniques (e.g., Facts, Statistics, First-person Account)","This is the most direct match for the skill's core objective of identifying how elements are ""alike or different."" The skill explicitly requires students to evaluate similarities and differences between individuals, events, ideas, or facts in informational text, which aligns precisely with this node's focus on comparative evaluation techniques.",Compare and Contrast,English Language Arts,Kindergarten,K,Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Comparative Analysis,Comparative Techniques,Evaluating Similarities and Differences
0b011338-9308-4506-9242-46e0d8579123,Describe comparisons indicated by clauses beginning with words such as <i>pero</i> and <i>sin embargo</i> in informational texts,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Elements of Comparison > Recognizing Comparison Points,High,0.49347368,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,Language Comprehension > Language Structure > Syntax > Clause and Sentence Construction > Recognizing and Using Clause Types > Recognizing and Using Clause Types,"This skill directly targets identifying comparisons signaled by specific conjunctions (""pero"" and ""sin embargo"" - but/however in Spanish) in informational texts. Recognizing comparison points is the core objective, as students must identify what is being compared or contrasted when these signal words appear.",Compare and Contrast,English Language Arts,Grade 3,3,Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Comparative Analysis,Elements of Comparison,Recognizing Comparison Points
687b6826-b5f8-43ce-8a98-fdce67abc579,Explain comparisons made in literary texts,Language Comprehension > Literacy Knowledge > Literary Device > Character Archetype > Contrasting Characters > Recognizing contrasting characters,Low,0.6477584,True,Language Comprehension > Literacy Knowledge > Narrative Techniques > Narrative Conventions and Techniques > Rhetorical Techniques > Understanding Juxtaposition,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Analyzing Comparative Language,"While this addresses comparison in literary texts, it is too narrowly focused on character contrasts only. The ROCK skill ""Explain comparisons made in literary texts"" is broader and encompasses any type of comparison an author makes (metaphors, similes, analogies, contrasting elements), not just character analysis.",Compare and Contrast,English Language Arts,Grade 4,4,Language Comprehension,Literacy Knowledge,Literary Device,Character Archetype,Contrasting Characters,Recognizing contrasting characters
4011f61e-e69f-e311-9503-005056801da1,"Analyze in detail how the similarities and differences between key individuals, events, or ideas are introduced and developed in an informational text",Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,High,0.62811786,False,Language Comprehension > Verbal Reasoning > Analytical Reasoning > Text Structure Analysis > Analyzing Organizational Patterns > Recognizing Text Structures,Language Comprehension > Literacy Knowledge > Literary Form > Text Genres > Informational Text > Understanding Informational Text Structure,"This is the most direct match for the skill's core objective of analyzing similarities and differences. The skill explicitly requires students to evaluate how these comparisons are ""introduced and developed"" in informational text, which aligns precisely with evaluating comparative elements at a detailed analytical level.",Compare and Contrast,English Language Arts,Grade 6,6,Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Comparative Analysis,Comparative Techniques,Evaluating Similarities and Differences
5211f61e-e69f-e311-9503-005056801da1,"Analyze how an informational text treats subtle similarities and differences between information, ideas, individuals, or events (e.g., through comparisons or analogies)",Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,High,0.6616553,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Elements of Comparison > Recognizing Comparison Points,"Language Comprehension > Literacy Knowledge > Literary Form > Text Genres > Informational Text > Understanding Informational Text Techniques (e.g., Facts, Statistics, First-person Account)","This node directly addresses the core skill of evaluating similarities and differences, which is the central objective of the ROCK skill. The focus on ""subtle"" similarities and differences in informational texts aligns perfectly with evaluating comparative relationships, and the mention of comparisons and analogies in the skill description matches the comparative techniques focus.",Compare and Contrast,English Language Arts,Grade 8,8,Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Comparative Analysis,Comparative Techniques,Evaluating Similarities and Differences
b9c54387-c58f-4e87-80b5-e58334382760,"Recognize direct comparisons in literary texts indicated by comparative adjectives (e.g., cold, colder)",Bridging Processes > Vocabulary Knowledge > Morphological Awareness > Comparative and Superlative Forms > Adjective Comparisons > Comparative Adjectives,High,0.5999721,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Analyzing Comparative Language,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Elements of Comparison > Recognizing Comparison Points,"This is a precise match. The skill explicitly focuses on recognizing comparative adjectives (cold, colder) as morphological forms. This falls squarely within morphological awareness—understanding how word forms change to convey meaning. The skill is about recognizing the grammatical structure of comparatives, which is foundational vocabulary knowledge.",Compare and Contrast,English Language Arts,Grade 2,2,Bridging Processes,Vocabulary Knowledge,Morphological Awareness,Comparative and Superlative Forms,Adjective Comparisons,Comparative Adjectives
1a11f61e-e69f-e311-9503-005056801da1,"Describe direct comparisons indicated by comparative adjectives (e.g., cold, colder) to understand connections between events and ideas in an informational text",Bridging Processes > Vocabulary Knowledge > Morphological Awareness > Comparative and Superlative Forms > Adjective Comparisons > Comparative Adjectives,High,0.59242296,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Analyzing Comparative Language,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Elements of Comparison > Recognizing Comparison Points,"This is the most direct match as the skill explicitly focuses on comparative adjectives (e.g., cold, colder) as a morphological form. Understanding comparative adjective forms is a foundational vocabulary skill that bridges word-level knowledge to text comprehension, which aligns with using these forms to understand connections in informational text.",Compare and Contrast,English Language Arts,Grade 2,2,Bridging Processes,Vocabulary Knowledge,Morphological Awareness,Comparative and Superlative Forms,Adjective Comparisons,Comparative Adjectives
f4ee4a01-1861-4dff-bb53-36b639146a52,"Describe direct comparisons indicated by related adjectives (e.g., grande, gigante, enorme; frío, helado, congelado, etc.) to understand connections between events and ideas in an informational text",Language Comprehension > Vocabulary Knowledge > Semantic Relationships > Word Similarity and Difference > Synonymy and Antonymy > Recognizing Nuances in Word Pairs,High,0.600907,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Elements of Comparison > Recognizing Comparison Points,Language Comprehension > Vocabulary Knowledge > Semantic Relationships > Word Similarity and Difference > Synonymy and Antonymy > Using Synonyms and Antonyms Effectively in Context,"The core skill involves understanding related adjectives that express similar concepts with varying intensity (grande/gigante/enorme, frío/helado/congelado). This is fundamentally about recognizing semantic nuances between near-synonyms, which is essential vocabulary knowledge for Grade 2 students learning to make precise comparisons in informational texts.",Compare and Contrast,English Language Arts,Grade 2,2,Language Comprehension,Vocabulary Knowledge,Semantic Relationships,Word Similarity and Difference,Synonymy and Antonymy,Recognizing Nuances in Word Pairs
6a289b71-5833-42e9-b096-2521b7c0bc1e,Recognize direct comparisons in literary texts indicated by comparative adjectives,Bridging Processes > Vocabulary Knowledge > Morphological Awareness > Comparative and Superlative Forms > Adjective Comparisons > Comparative Adjectives,High,0.6222071,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Elements of Comparison > Recognizing Comparison Points,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Analyzing Comparative Language,"This is the most precise match as the skill explicitly focuses on recognizing comparative adjectives (e.g., ""bigger,"" ""faster"") as linguistic markers of comparison. At Grade 2, students are learning to identify these morphological forms, which bridges vocabulary knowledge with comprehension of comparative relationships in text.",Compare and Contrast,English Language Arts,Grade 2,2,Bridging Processes,Vocabulary Knowledge,Morphological Awareness,Comparative and Superlative Forms,Adjective Comparisons,Comparative Adjectives
c608aa28-baae-4d6c-b855-0788404fc041,"Expand recognition of words and phrases (e.g., así como, por otro lado) that indicate a comparison",Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Analyzing Comparative Language,High,0.5836916,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Elements of Comparison > Recognizing Comparison Points,Language Comprehension > Vocabulary Knowledge > Semantic Relationships > Word Similarity and Difference > Synonymy and Antonymy > Recognizing Nuances in Word Pairs,"This is the most precise match as the skill explicitly focuses on recognizing specific words and phrases (signal words like ""así como, por otro lado"") that indicate comparison. ""Analyzing Comparative Language"" directly addresses understanding the linguistic markers that signal comparative relationships in text.",Compare and Contrast,English Language Arts,Grade 4,4,Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Comparative Analysis,Comparative Techniques,Analyzing Comparative Language
4611f61e-e69f-e311-9503-005056801da1,"Analyze how interactions between individuals, events, and ideas in an informational text reveal their similarities and differences",Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,High,0.59645367,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Elements of Comparison > Recognizing Comparison Points,Language Comprehension > Literacy Knowledge > Literary Form > Text Genres > Informational Text > Understanding Informational Text Structure,"This is the most direct match for the skill's core objective of analyzing similarities and differences. The skill explicitly requires students to identify and evaluate how interactions reveal comparative relationships between individuals, events, and ideas within informational text.",Compare and Contrast,English Language Arts,Grade 7,7,Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Comparative Analysis,Comparative Techniques,Evaluating Similarities and Differences
4b324c9c-a69f-e311-9503-005056801da1,"Expand recognition of words and phrases (e.g., likewise, although) that indicate a comparison",Language Comprehension > Vocabulary Knowledge > Semantic Relationships > Word Similarity and Difference > Synonymy and Antonymy > Using Synonyms and Antonyms Effectively in Context,High,0.6416693,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Analyzing Comparative Language,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Recognizing Nuanced Meanings,"This skill focuses on recognizing specific signal words and phrases (likewise, although) that indicate comparison relationships. These are transition words that students must understand in context to identify comparative structures in text. This node addresses using semantically related words effectively in context, which directly applies to recognizing comparison indicators.",Compare and Contrast,English Language Arts,Grade 4,4,Language Comprehension,Vocabulary Knowledge,Semantic Relationships,Word Similarity and Difference,Synonymy and Antonymy,Using Synonyms and Antonyms Effectively in Context
2311f61e-e69f-e311-9503-005056801da1,Describe comparisons indicated by clauses beginning with words such as <i>but</i> and <i>however</i> in informational texts,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,High,0.48066974,False,Language Comprehension > Language Structure > Syntax > Cohesion and Reference > Using Cohesive Devices and Resolving Reference > Using Cohesive Devices and Resolving Reference,Language Comprehension > Language Structure > Parts of Speech > Conjunction Categories > Coordinating Conjunctions > Identifying Coordinating Conjunctions,"This skill focuses on understanding comparisons signaled by contrastive conjunctions (""but,"" ""however"") in informational texts. The core objective is recognizing and describing comparative relationships, specifically contrasts/differences, which aligns directly with evaluating similarities and differences as a comparative technique.",Compare and Contrast,English Language Arts,Grade 3,3,Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Comparative Analysis,Comparative Techniques,Evaluating Similarities and Differences
1411f61e-e69f-e311-9503-005056801da1,"Tell how two individuals, events, ideas, or facts in an informational text are alike or different",Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,High,0.6344104,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Elements of Comparison > Recognizing Comparison Points,"Language Comprehension > Literacy Knowledge > Literary Form > Text Genres > Informational Text > Understanding Informational Text Techniques (e.g., Facts, Statistics, First-person Account)","This is the most direct match for the skill's core objective of identifying how elements in informational text are alike or different. ""Evaluating Similarities and Differences"" precisely captures the compare-and-contrast operation at Grade 1 level, where students are learning foundational comparative analysis skills with concrete informational content.",Compare and Contrast,English Language Arts,Grade 1,1,Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Comparative Analysis,Comparative Techniques,Evaluating Similarities and Differences
5e69ffe5-e127-4eb2-8bd7-0a0a2e86f555,Compare events and characters in familiar stories to real life,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,High,0.5380594,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Intertextual Analysis > Comparing Media > Comparing Media Forms,Language Comprehension > Verbal Reasoning > Theory of Mind and Narrative Analysis > Character Analysis > Understanding Characters' Thoughts and Emotions > Recognizing Character Thoughts,"This is the most appropriate match as the skill explicitly requires comparing story elements (events and characters) to real-life experiences. This is a foundational comparative reasoning skill appropriate for Pre-K, where children make connections between fiction and their own world. The node focuses on evaluating similarities and differences, which is the core cognitive operation in this skill.",Compare and Contrast,English Language Arts,Pre-K,PK,Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Comparative Analysis,Comparative Techniques,Evaluating Similarities and Differences
2b11f61e-e69f-e311-9503-005056801da1,Explain comparisons made in informational texts,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Elements of Comparison > Recognizing Comparison Points,High,0.6292356,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Analyzing Comparative Language,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,"This node directly addresses the core skill of identifying and explaining comparison points within texts. The skill requires students to recognize what is being compared in informational texts and articulate those comparisons, which aligns precisely with recognizing comparison points as a foundational element of comparative analysis.",Compare and Contrast,English Language Arts,Grade 4,4,Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Comparative Analysis,Elements of Comparison,Recognizing Comparison Points
1e324c9c-a69f-e311-9503-005056801da1,"Determine how things are alike and different in literary texts (e.g., illustrations, characters)",Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,High,0.6245069,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Elements of Comparison > Recognizing Comparison Points,Language Comprehension > Literacy Knowledge > Literary Device > Character Archetype > Contrasting Characters > Recognizing contrasting characters,"This is the most direct match for the skill's core objective of determining how things are alike and different. The skill explicitly focuses on comparing and contrasting elements within literary texts, which aligns precisely with evaluating similarities and differences as a comparative technique.",Compare and Contrast,English Language Arts,Grade 1,1,Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Comparative Analysis,Comparative Techniques,Evaluating Similarities and Differences
73b519b7-f8e3-4d91-bd6e-7d4d7437f2ad,Describe comparisons indicated by clauses beginning with words such as <i>pero</i> and <i>sin embargo</i> in literary texts,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Elements of Comparison > Recognizing Comparison Points,High,0.47628555,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,Language Comprehension > Language Structure > Syntax > Sentence Construction > Sentence Fragments and Run-Ons > Recognizing Sentence Fragments,"This skill focuses on identifying comparisons signaled by specific contrastive conjunctions (""pero"" and ""sin embargo"" - Spanish for ""but"" and ""however""). Recognizing comparison points directly addresses the ability to identify where and how comparisons are being made in text, which is the core objective here.",Compare and Contrast,English Language Arts,Grade 3,3,Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Comparative Analysis,Elements of Comparison,Recognizing Comparison Points
3211f61e-e69f-e311-9503-005056801da1,Categorize information from a text in order to explain similarities and differences,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,High,0.55138475,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Elements of Comparison > Recognizing Comparison Points,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Comparative Analysis Techniques,"This is the most direct match. The ROCK skill explicitly requires students to ""explain similarities and differences"" after categorizing information from text, which aligns precisely with evaluating similarities and differences as a comparative technique. The skill involves analyzing text content to identify comparison points and articulate how elements are alike or different.",Compare and Contrast,English Language Arts,Grade 5,5,Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Comparative Analysis,Comparative Techniques,Evaluating Similarities and Differences
74324c9c-a69f-e311-9503-005056801da1,Recognize similarities and differences in text elements and ideas not explicitly compared in the text,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,High,0.5931349,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Elements of Comparison > Recognizing Comparison Points,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Comparative Analysis Techniques,"This is the most direct match for the skill's core objective of recognizing similarities and differences in text elements. The emphasis on ""not explicitly compared"" indicates students must actively evaluate and identify comparative relationships, which aligns precisely with evaluating similarities and differences as a comparative technique.",Compare and Contrast,English Language Arts,Grade 5,5,Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Comparative Analysis,Comparative Techniques,Evaluating Similarities and Differences
