SKILL_ID,SKILL_NAME,MASTER_CONCEPT_ID,MASTER_CONCEPT_NAME,EQUIVALENCE_TYPE,TAXONOMY_PATH,CONFIDENCE
35f5fae4-f3d3-475d-b073-bebcadd0f1ca,"Analyze the connotations of words or phrases used in literary texts that have similar denotative meanings (e.g., atractivo/llamativo; intrincado/elaborado/complejo; alegre/extrovertido/abierto)",MC-SA-0018,Word Meaning,state-variant,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Recognizing Nuanced Meanings,Language Comprehension > Vocabulary Knowledge > Semantic Relationships > Word Similarity and Difference > Synonymy and Antonymy > Recognizing Nuances in Word Pairs
cd11f61e-e69f-e311-9503-005056801da1,"Analyze the connotative impact of a word or phrase on the meaning and tone of a passage, and evaluate an author's use and refinement of a key term's connotative meaning over the course of an informational text (e.g., Washington's use of the phrase ""entangling alliances"" in his Farewell Address of 1796)",,,unique,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Recognizing Nuanced Meanings,Language Comprehension > Verbal Reasoning > Analytical Reasoning > Author's Craft and Style > Analyzing Author's Purpose > Analyzing Authorial Intent
037270d3-bce8-4270-afd7-e4e67e5b7363,"Recognize that words with similar meanings (e.g., <i>casa</i> and <i>hogar</i>) can evoke different responses",,,unique,Language Comprehension > Vocabulary Knowledge > Semantic Relationships > Word Similarity and Difference > Synonymy and Antonymy > Recognizing Nuances in Word Pairs,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Understanding Subtle Differences
9b11f61e-e69f-e311-9503-005056801da1,"Determine the connotative meaning of particular words and phrases based on context in an informational text and distinguish between the connotations of words with similar meanings (e.g., alert vs. watchful)",MC-SA-0019,Word Meaning,state-variant,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Recognizing Nuanced Meanings,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Context-based Word Selection > Differentiating Word Meanings in Context
7a12f61e-e69f-e311-9503-005056801da1,"Recognize when the context in which a word is used impacts its meaning (e.g., <i>nice</i> when used sincerely or when used ironically)",,,unique,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Context-based Word Selection > Differentiating Word Meanings in Context,Language Comprehension > Verbal Reasoning > Inferential and Interpretive Reasoning > Differentiating Literal and Figurative Language > Interpreting Irony and Sarcasm > Understanding Irony and Its Effect
bb11f61e-e69f-e311-9503-005056801da1,Analyze the cumulative impact of connotative meaning on an informational passage's meaning and tone,,,unique,"Language Comprehension > Literacy Knowledge > Literary Effects > Mood, Tone, and Atmosphere > Analyze Mood, Tone, and Atmosphere > Analyze Mood, Tone, and Atmosphere",Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Denotation and Connotation > Identifying Connotation
9910f61e-e69f-e311-9503-005056801da1,"Analyze the connotations of words or phrases used in literary texts that have similar denotative meanings (e.g., fancy/gaudy/intricate/elaborate/overly complicated)",MC-SA-0018,Word Meaning,state-variant,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Recognizing Nuanced Meanings,Language Comprehension > Vocabulary Knowledge > Semantic Relationships > Word Similarity and Difference > Synonymy and Antonymy > Recognizing Nuances in Word Pairs
ec314c9c-a69f-e311-9503-005056801da1,Understand and distinguish between the denotative and connotative meanings of words in grade-appropriate texts,,,unique,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Denotation and Connotation > Identifying Denotation,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Recognizing Nuanced Meanings
b311f61e-e69f-e311-9503-005056801da1,"Analyze the connotative as well as the denotative meanings of words and phrases (e.g., explain the difference between observe, notice, perceive, and witness) in an informational text to determine the author's intent",,,unique,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Understanding Subtle Differences,Language Comprehension > Verbal Reasoning > Analytical Reasoning > Author's Craft and Style > Analyzing Author's Purpose > Analyzing Authorial Intent
da314c9c-a69f-e311-9503-005056801da1,"Identify and analyze the connotations of words or phrases that have similar denotative meanings (e.g., fancy/gaudy/intricate/elaborate/overly complicated)",,,unique,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Understanding Subtle Differences,Language Comprehension > Vocabulary Knowledge > Semantic Relationships > Word Similarity and Difference > Synonymy and Antonymy > Recognizing Nuances in Word Pairs
c8314c9c-a69f-e311-9503-005056801da1,"Understand that words with similar meanings (e.g., smile/smirk) can carry different connotations often based on context",,,unique,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Understanding Subtle Differences,Language Comprehension > Vocabulary Knowledge > Semantic Relationships > Word Similarity and Difference > Synonymy and Antonymy > Recognizing Nuances in Word Pairs
a5518408-03f5-4b02-97d1-8ce58f05e0aa,"Distinguish between the connotations of words with similar denotations (e.g., obstinado, terco, perseverante, tenaz)",MC-SA-0015,Word Meaning,grade-progression,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Understanding Subtle Differences,Language Comprehension > Vocabulary Knowledge > Semantic Relationships > Word Similarity and Difference > Synonymy and Antonymy > Recognizing Nuances in Word Pairs
9110f61e-e69f-e311-9503-005056801da1,"Explain the differences between words and phrases with similar denotative meanings that carry different connotations (e.g., sulk/brood; ally/comrade/best friend) in literary texts",,,unique,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Recognizing Nuanced Meanings,Language Comprehension > Vocabulary Knowledge > Semantic Relationships > Word Similarity and Difference > Synonymy and Antonymy > Recognizing Nuances in Word Pairs
b610f61e-e69f-e311-9503-005056801da1,"Analyze the connotative impact of a word or phrase on the meaning and tone of a literary passage, and evaluate an author's use and refinement of a key term's connotative meaning over the course of a text (e.g., use of <i>honest</i> in <i>Othello</i>)",,,unique,"Language Comprehension > Literacy Knowledge > Literary Effects > Mood, Tone, and Atmosphere > Analyze Mood, Tone, and Atmosphere > Analyze Mood, Tone, and Atmosphere",Language Comprehension > Verbal Reasoning > Analytical Reasoning > Author's Craft and Style > Analyzing Stylistic Choices > Analyzing Stylistic Impact
0e2dcb07-bb49-47b1-a8f7-09533f8c4d2e,"Explain the differences between words and phrases with similar denotative meanings that carry different connotations (e.g., enfurruñarse/enojarse; aliado/camarada/mejor amigo) in an informational text",MC-SA-0017,Word Meaning,state-variant,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Understanding Subtle Differences,Language Comprehension > Vocabulary Knowledge > Semantic Relationships > Word Similarity and Difference > Synonymy and Antonymy > Recognizing Nuances in Word Pairs
75a80005-d6b4-48ae-ac4f-f2c43c4014f7,"Analyze the connotative as well as the denotative meanings of words and phrases (e.g., difference between <i>vagabundo</i>, <i>indigente</i>, <i>sin hogar</i>; or between <i>comediante</i>, <i>payaso</i>, <i>cuenta chistes</i>) in an informational text to determine the author's intent",,,unique,Language Comprehension > Verbal Reasoning > Analytical Reasoning > Author's Craft and Style > Analyzing Author's Purpose > Analyzing Authorial Intent,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Understanding Subtle Differences
1b699694-862c-40c1-ae99-884a2f7f02cf,"Analyze the connotative differences between words and phrases with similar denotative meanings (e.g., enfadado, disgusto, molesto)",MC-SA-0016,Word Meaning,state-variant,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Understanding Subtle Differences,Language Comprehension > Vocabulary Knowledge > Semantic Relationships > Word Similarity and Difference > Synonymy and Antonymy > Recognizing Nuances in Word Pairs
2326f960-2eda-45e0-b880-9e3884b665c5,"Describe different feelings or images associated with words that have similar dictionary definitions (e.g., delgado vs. flaco; victoria vs. conquista)",,,unique,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Recognizing Nuanced Meanings,Language Comprehension > Vocabulary Knowledge > Semantic Relationships > Word Similarity and Difference > Synonymy and Antonymy > Recognizing Nuances in Word Pairs
a910f61e-e69f-e311-9503-005056801da1,Analyze the cumulative impact of connotative meaning on a literary passage's meaning and tone,,,unique,"Language Comprehension > Literacy Knowledge > Literary Effects > Mood, Tone, and Atmosphere > Analyze Mood, Tone, and Atmosphere > Analyze Mood, Tone, and Atmosphere",Language Comprehension > Verbal Reasoning > Inferential and Interpretive Reasoning > Interpreting Tone and Mood > Detecting Emotional Undertones > Understanding Emotional Impact
ed6ea97c-91ec-4c59-8408-1637d564ad1d,"Analyze the connotative impact of a word or phrase on the meaning and tone of a literary passage, and evaluate an author's use and refinement of a key term's connotative meaning over the course of a text (e.g., use of <i>abajo</i> in <i>Los de abajo</i> by Mariano Azuela; use of <i>honesto</i> in <i>Othello</i>)",,,unique,Language Comprehension > Verbal Reasoning > Analytical Reasoning > Author's Craft and Style > Analyzing Stylistic Choices > Analyzing Stylistic Impact,"Language Comprehension > Literacy Knowledge > Literary Effects > Mood, Tone, and Atmosphere > Analyze Mood, Tone, and Atmosphere > Analyze Mood, Tone, and Atmosphere"
8b10f61e-e69f-e311-9503-005056801da1,"Determine the connotative meaning of particular words and phrases based on context in a literary text and distinguish between the connotations of words with similar meanings (e.g., smile vs. smirk)",,,unique,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Recognizing Nuanced Meanings,Language Comprehension > Vocabulary Knowledge > Semantic Relationships > Word Similarity and Difference > Synonymy and Antonymy > Recognizing Nuances in Word Pairs
b010f61e-e69f-e311-9503-005056801da1,Evaluate the cumulative connotative impact of a word or phrase on meaning and tone over the course of a literary text,,,unique,"Language Comprehension > Literacy Knowledge > Literary Effects > Mood, Tone, and Atmosphere > Analyze Mood, Tone, and Atmosphere > Analyze Mood, Tone, and Atmosphere",Language Comprehension > Verbal Reasoning > Critical Thinking > Evaluative Judgment > Critiquing Textual Effectiveness > Analyzing Textual Impact
04324c9c-a69f-e311-9503-005056801da1,Differentiate between the denotative and connotative meanings (anarchy: lawless disorder versus absence of government) of words in grade-appropriate texts,,,unique,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Denotation and Connotation > Identifying Denotation,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Recognizing Nuanced Meanings
3d3af6d0-61ed-4de7-8621-43d1b2de2470,"Determine the connotative meaning of particular words and phrases based on context in an informational text and distinguish between the connotations of words with similar meanings (e.g., alerta vs. vigilante vs. atento)",MC-SA-0019,Word Meaning,state-variant,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Understanding Subtle Differences,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Context-based Word Selection > Differentiating Word Meanings in Context
c7854f4a-08bb-4b57-a8e2-26593ad42d25,"Explain the differences between words and phrases with similar denotative meanings that carry different connotations (e.g., enfurruñarse/enojarse; aliado/camarada/mejor amigo) in literary texts",MC-SA-0017,Word Meaning,state-variant,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Understanding Subtle Differences,Language Comprehension > Vocabulary Knowledge > Semantic Relationships > Word Similarity and Difference > Synonymy and Antonymy > Recognizing Nuances in Word Pairs
27ffd147-ffe3-4d2f-9824-69e4fa45e16c,"Distinguish between the connotations of words with similar denotations (e.g., cansado/agotado; hambriento/famélico)",MC-SA-0062,Word Similarity and Difference,grade-progression,Language Comprehension > Vocabulary Knowledge > Semantic Relationships > Word Similarity and Difference > Synonymy and Antonymy > Recognizing Nuances in Word Pairs,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Understanding Subtle Differences
07f1d812-b448-4840-8b6d-cbb957430af9,"Determine the connotative meaning of particular words and phrases based on context in a literary text and distinguish between the connotations of words with similar meanings (e.g., respaldar vs. apoyar)",,,unique,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Understanding Subtle Differences,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Context-based Word Selection > Differentiating Word Meanings in Context
7912f61e-e69f-e311-9503-005056801da1,"Recognize that words with similar meanings (e.g., house and home) evoke different responses",,,unique,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Recognizing Nuanced Meanings,Language Comprehension > Vocabulary Knowledge > Semantic Relationships > Word Similarity and Difference > Synonymy and Antonymy > Recognizing Nuances in Word Pairs
668696f9-6ad5-4235-b71b-a17a2544f887,"Analyze the connotative as well as the denotative meanings of words and phrases (e.g., explain the difference between <i>vagabundo</i>, <i>indigente</i>, <i>sin hogar</i>; or between <i>comediante</i>, <i>payaso</i>, <i>cuenta chistes</i>) in literary texts to determine the author's intent",,,unique,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Understanding Subtle Differences,Language Comprehension > Verbal Reasoning > Inferential and Interpretive Reasoning > Symbolic and Implicit Analysis > Inferring Implicit Information > Analyzing Hidden Meanings
aa11f61e-e69f-e311-9503-005056801da1,"Analyze the connotations of words or phrases used in an informational text that have similar denotative meanings (e.g., fancy/gaudy/intricate/elaborate/overly complicated)",MC-SA-0015,Word Meaning,state-variant,Language Comprehension > Vocabulary Knowledge > Word Knowledge > Word Meaning > Nuance and Contextual Nuance > Recognizing Nuanced Meanings,Language Comprehension > Vocabulary Knowledge > Semantic Relationships > Word Similarity and Difference > Synonymy and Antonymy > Recognizing Nuances in Word Pairs
13408e02-0529-445d-84da-50887788c340,"Analyze the connotative impact of a word or phrase on the meaning and tone of a passage, and evaluate an author's use and refinement of a key term's connotative meaning over the course of an informational text (e.g., Freud's use of <i>mente inconciente</i> in his <i>Introduccíon al psicoanálisis</i>; how Simón Bolívar defines <i>país</i> and <i>patria</i> en ""La carta de Jamaica"")",,,unique,Language Comprehension > Verbal Reasoning > Analytical Reasoning > Author's Craft and Style > Analyzing Stylistic Choices > Analyzing Stylistic Impact,Language Comprehension > Verbal Reasoning > Inferential and Interpretive Reasoning > Interpreting Tone and Mood > Detecting Emotional Undertones > Understanding Emotional Impact
46cb2342-7cb4-45c7-8831-149245714027,"Substitute final consonants to create new words (por/pon, comer/comes, red/res)",,,unique,Word Recognition > Phonological Awareness > Phonemic Awareness > Phoneme Manipulation > Substituting Phonemes > Substituting Initial Sounds,Word Recognition > Phonics & Decoding > Phonics Knowledge > Consonant Sounds > Consonant Digraphs > Decoding Consonant Digraphs
c70ff61e-e69f-e311-9503-005056801da1,Substitute final consonants or consonant blends to create new words,,,unique,Word Recognition > Phonics & Decoding > Phonics Knowledge > Consonant Sounds > Consonant Blends > Decoding Consonant Blends,Word Recognition > Phonics & Decoding > Phonics Knowledge > Consonant Sounds > Consonant Digraphs > Decoding Consonant Digraphs
8b314c9c-a69f-e311-9503-005056801da1,"Use knowledge of initial and final consonants to differentiate between written words (e.g., pick which word sounds like <i>leak</i> but ends with /d/ when reading the words <i>lead</i>, <i>leap</i>, and <i>load</i>)",,,unique,Word Recognition > Phonological Awareness > Phonemic Awareness > Phoneme Isolation > Final Sound Isolation > Isolating Final Phonemes,Word Recognition > Phonics & Decoding > Phonics Knowledge > Letter-sound Correspondence > Consonants and Digraphs/Trigraphs > Consonants and Digraphs/Trigraphs
4edae691-6f20-4bfb-a900-4a3fff783215,"Decode words with hard and soft <i>c</i> (e.g., cat/ice) and <i>g</i> (e.g., garden/page) in context and in isolation",,,unique,Word Recognition > Phonics & Decoding > Phonics Knowledge > Consonant Sounds > Single Consonants > Decoding Single Consonant Sounds,Word Recognition > Phonics & Decoding > Phonics Knowledge > Advanced Patterns > Complex Consonants > Decoding Complex Consonant Patterns
1cdcf0fa-393e-4684-80bd-0a274a8432c6,"With support, identify consonant digraphs in spoken words (e.g., /th/ in <i>this</i>; /sh/ in <i>wish</i>,  /ch/ in <i>child</i>, /wh/ in <i>white</i>)",,,unique,Word Recognition > Phonological Awareness > Onset-Rime Awareness > Onset Recognition > Identifying Onsets > Recognizing Onset Sounds,Word Recognition > Phonics & Decoding > Phonics Knowledge > Consonant Sounds > Consonant Digraphs > Decoding Consonant Digraphs
8a4f5494-c65a-4484-b512-d781b3b880d9,"Decode and encode words with hard and soft <i>c</i> (e.g., carrot/celery) and <i>g</i> (e.g., guard/giraffe)",MC-SA-0021,Consonant Sounds,grade-progression,Word Recognition > Phonics & Decoding > Phonics Knowledge > Consonant Sounds > Single Consonants > Decoding Single Consonant Sounds,Word Recognition > Encoding (Spelling) > Phoneme–Grapheme Mapping > Map Sounds to Spellings > Encode Phoneme–Grapheme Correspondences > Encode Phoneme–Grapheme Correspondences
d90ff61e-e69f-e311-9503-005056801da1,"Recognize associated spelling patterns of final consonant blends (e.g., pick the letters that make the last sound in the word <i>desk</i>)",,,unique,Word Recognition > Encoding (Spelling) > Phoneme–Grapheme Mapping > Map Sounds to Spellings > Encode Phoneme–Grapheme Correspondences > Encode Phoneme–Grapheme Correspondences,Word Recognition > Phonics & Decoding > Phonics Knowledge > Advanced Patterns > Complex Consonants > Decoding Complex Consonant Patterns
6a314c9c-a69f-e311-9503-005056801da1,"Identify initial and final phonemes in spoken words (e.g., <i>heart</i> has the same beginning sound as <i>head</i>; <i>boot</i> has a different ending sound than <i>bean</i>)",MC-SA-0020,Phoneme Isolation,state-variant,Word Recognition > Phonological Awareness > Phonemic Awareness > Phoneme Isolation > Final Sound Isolation > Isolating Final Phonemes,Word Recognition > Phonological Awareness > Phonemic Awareness > Phoneme Categorization > Sound Sorting > Categorizing Sounds by Similarity
c60ff61e-e69f-e311-9503-005056801da1,"Recognize and identify the spelling-sound correspondences for common consonant digraphs in words (e.g., pick the word that has /sh/ from choices <i>saw</i>, <i>wash</i>, <i>have</i>)",,,unique,Word Recognition > Phonics & Decoding > Phonics Knowledge > Letter-sound Correspondence > Consonants and Digraphs/Trigraphs > Consonants and Digraphs/Trigraphs,Word Recognition > Phonics & Decoding > Decoding Skills > Blending Skills > Phoneme Blending > Blending Individual Phonemes
20bb485e-9cfe-4875-a83c-927ceebbe650,"Distinguish between commonly confused voiced and unvoiced consonant sounds (e.g., <i>s</i> [sip] and <i>z</i> [zip]; /sh/ [wish] and /zh/ [usual])",MC-SA-0021,Consonant Sounds,grade-progression,Word Recognition > Phonics & Decoding > Phonics Knowledge > Consonant Sounds > Consonant Digraphs > Decoding Consonant Digraphs,Word Recognition > Phonics & Decoding > Phonics Knowledge > Letter-sound Correspondence > Hard/Soft and Double Consonants > Hard/Soft and Double Consonants
c50ff61e-e69f-e311-9503-005056801da1,"Isolate, identify, and distinguish initial consonant blends to decode regularly spelled words (e.g., pick the word that starts with /bl/ from choices <i>block</i>, <i>brew</i>, <i>book</i>)",,,unique,Word Recognition > Phonics & Decoding > Decoding Skills > Blending Skills > Onset-Rime Blending > Blending Onset and Rime,Word Recognition > Phonological Awareness > Phonemic Awareness > Phoneme Categorization > Sound Sorting > Categorizing Sounds by Similarity
bd0ff61e-e69f-e311-9503-005056801da1,"Identify and match letters for final consonant sounds in single-syllable words (e.g., pick the letter for the last sound in <i>fan</i> by reading from choices: <i>f</i>, <i>v</i>, and <i>n</i>)",MC-SA-0021,Consonant Sounds,state-variant,Word Recognition > Phonics & Decoding > Phonics Knowledge > Consonant Sounds > Single Consonants > Decoding Single Consonant Sounds,Word Recognition > Phonological Awareness > Phonemic Awareness > Phoneme Isolation > Final Sound Isolation > Isolating Final Phonemes
c20ff61e-e69f-e311-9503-005056801da1,"Distinguish between similarly spelled words by identifying the sounds of the consonants that differ (e.g., pick the word that has the /k/ sound: <i>cat</i>, <i>pat</i>, <i>pat</i>)",,,unique,Word Recognition > Phonological Awareness > Phonemic Awareness > Phoneme Categorization > Oddity Tasks > Identifying Different Sounds,Word Recognition > Phonological Awareness > Phonemic Awareness > Phoneme Categorization > Sound Sorting > Categorizing Sounds by Similarity
aa40cffe-231b-47c8-ad5b-49dca6038d5b,"Identify initial and final phonemes in spoken words (e.g., <i>masa</i> has the same beginning sound as <i>mima</i>; <i>bota</i> has a different ending sound than <i>bien</i>)",MC-SA-0020,Phoneme Isolation,state-variant,Word Recognition > Phonological Awareness > Phonemic Awareness > Phoneme Isolation > Final Sound Isolation > Isolating Final Phonemes,Word Recognition > Phonological Awareness > Phonemic Awareness > Phoneme Categorization > Sound Sorting > Categorizing Sounds by Similarity
64d91921-f72f-491f-9926-2e8a4830de39,"Decode grade-appropriate one- and two-syllable words using knowledge of consonant trigraphs (e.g., kitchen, bridge)",,,unique,Word Recognition > Phonics & Decoding > Phonics Knowledge > Advanced Patterns > Complex Consonants > Decoding Complex Consonant Patterns,Word Recognition > Phonics & Decoding > Decoding Skills > Multisyllabic Decoding > Two-syllable Words > Decoding Two-syllable Words
9c314c9c-a69f-e311-9503-005056801da1,"Recognize spelling patterns in words with initial consonant blends of two or three letters (e.g., The word is <i>strap</i>. Pick the letters that make the sound at the beginning of <i>strap</i>. Pick from <i>spl</i>, <i>spr</i>, <i>str</i>.)",,,unique,Word Recognition > Phonics & Decoding > Phonics Knowledge > Advanced Patterns > Complex Consonants > Decoding Complex Consonant Patterns,Word Recognition > Phonics & Decoding > Orthographic Knowledge > Spelling Patterns > Apply Common and Irregular Patterns > Apply Common and Irregular Patterns
093cd771-606c-4ecc-bf38-1ae50e3038ca,"Decode words with short vowels and consonant digraphs (e.g., fish, with, chip)",,,unique,Word Recognition > Phonics & Decoding > Phonics Knowledge > Vowel Sounds > Short Vowels > Decoding Short Vowel Sounds,Word Recognition > Phonics & Decoding > Decoding Skills > Single-syllable Decoding > CVC Patterns > Decoding CVC Words
42abeaf6-b1e0-4367-914a-9c9c0513a6ba,"Substitute and delete parts of initial consonant blends to create new words (e.g., <i>black</i> becomes <i>back</i> or <i>ship</i> becomes <i>slip</i>)",,,unique,Word Recognition > Phonological Awareness > Phonemic Awareness > Phoneme Manipulation > Substituting Phonemes > Substituting Initial Sounds,Word Recognition > Phonological Awareness > Onset-Rime Awareness > Onset-Rime Manipulation > Changing Onsets > Substituting Onset Sounds
2205de14-b4ae-460a-804a-35204fd558cd,"Isolate, identify, and distinguish syllables with initial consonant blends (e.g., select the word that starts with /bla/ from the choices blanco, banco, and bala)",,,unique,Word Recognition > Phonological Awareness > Syllable Awareness > Syllable Manipulation > Syllable Segmentation > Breaking Words into Syllables,Word Recognition > Phonics & Decoding > Phonics Knowledge > Consonant Sounds > Consonant Blends > Decoding Consonant Blends
9408f9ec-a194-4fce-ab10-a58b9d1547ac,"Identify initial consonant sounds with the letters that represent them (e.g., Select the word that begins with the sound /p/, <i>papa</i>; select the first letter you hear in <i>mono</i>, ""m"")",MC-SA-0022,Consonant Sounds,state-variant,Word Recognition > Phonics & Decoding > Phonics Knowledge > Letter-sound Correspondence > Consonants and Digraphs/Trigraphs > Consonants and Digraphs/Trigraphs,Word Recognition > Phonological Awareness > Phonemic Awareness > Phoneme Isolation > Initial Sound Isolation > Isolating Initial Phonemes
be829b33-0ab4-4dfd-8817-b08db184b71b,"Distinguish between commonly confused voiced and unvoiced consonant sounds (e.g., <i>t</i> [to] and <i>d</i> [do]; <i>p</i> [pin] and <i>b</i> [bin]; <i>f</i> [fan] and <i>v</i> [van])",MC-SA-0021,Consonant Sounds,grade-progression,Word Recognition > Phonics & Decoding > Phonics Knowledge > Consonant Sounds > Single Consonants > Decoding Single Consonant Sounds,Word Recognition > Phonics & Decoding > Phonics Knowledge > Letter-sound Correspondence > Consonants and Digraphs/Trigraphs > Consonants and Digraphs/Trigraphs
c1f9ff54-adfe-49f7-bb88-4df60b31b3df,"Decode grade-appropriate words with trigraphs (e.g., high, watch)",,,unique,Word Recognition > Phonics & Decoding > Phonics Knowledge > Consonant Sounds > Consonant Digraphs > Decoding Consonant Digraphs,Word Recognition > Phonics & Decoding > Phonics Knowledge > Advanced Patterns > Complex Consonants > Decoding Complex Consonant Patterns
377c1f18-aff7-47de-aa72-b224a854022f,"Decode and encode words with hard and soft <i>c</i> (e.g., candle/cent) and <i>g</i> (e.g., glass/large) in context and in isolation",MC-SA-0021,Consonant Sounds,grade-progression,Word Recognition > Phonics & Decoding > Phonics Knowledge > Consonant Sounds > Single Consonants > Decoding Single Consonant Sounds,Word Recognition > Encoding (Spelling) > Phoneme–Grapheme Mapping > Map Sounds to Spellings > Encode Phoneme–Grapheme Correspondences > Encode Phoneme–Grapheme Correspondences
bc0ff61e-e69f-e311-9503-005056801da1,"Understand that consonants make different sounds and be able to produce the most common ones (e.g., <i>c</i> as /k/ and /s/) when combined with the different vowels)",,,unique,Word Recognition > Phonics & Decoding > Phonics Knowledge > Consonant Sounds > Single Consonants > Decoding Single Consonant Sounds,Word Recognition > Phonics & Decoding > Phonics Knowledge > Letter-sound Correspondence > Consonants and Digraphs/Trigraphs > Consonants and Digraphs/Trigraphs
82314c9c-a69f-e311-9503-005056801da1,"Isolate and identify final consonant sounds in single-syllable words (e.g., Match the word to a given final consonant sound. Read the words <i>top</i>, <i>old</i>, and <i>lot</i> and recognize that <i>lot</i> ends with the sound /t/.)",,,unique,Word Recognition > Phonics & Decoding > Phonics Knowledge > Consonant Sounds > Single Consonants > Decoding Single Consonant Sounds,Word Recognition > Phonics & Decoding > Phonics Knowledge > Letter-sound Correspondence > Consonants and Digraphs/Trigraphs > Consonants and Digraphs/Trigraphs
54aea8be-6e0e-4dfb-b2ae-11029f79add9,"Decode and encode words with digraphs (e.g., chance), trigraphs (e.g., match), and the quadrigraph <i>eigh</i> (e.g., weight) as well as diphthongs and silent letter combinations",,,unique,Word Recognition > Phonics & Decoding > Phonics Knowledge > Vowel Sounds > Diphthongs > Decoding Diphthong Patterns,Word Recognition > Phonics & Decoding > Phonics Knowledge > Consonant Sounds > Silent Consonants > Decoding Silent Letter Patterns
b9de15fc-e764-402f-b2c4-b6ba69aaca9f,"Identify and match letters for final consonant sounds in single-syllable words (e.g., pick the letter for the last sound in <i>con</i> by reading from choices: <i>a</i>, <i>c</i>, and <i>n</i>)",MC-SA-0021,Consonant Sounds,state-variant,Word Recognition > Phonics & Decoding > Phonics Knowledge > Consonant Sounds > Single Consonants > Decoding Single Consonant Sounds,Word Recognition > Phonological Awareness > Phonemic Awareness > Phoneme Isolation > Final Sound Isolation > Isolating Final Phonemes
9e312395-00ca-4414-b43f-e11a40e57d3e,"Decode words with commonly confused voiced and unvoiced consonant sounds (e.g., <i>t</i> [taken] and <i>d</i> [dirt]; <i>p</i> [pick] and <i>b</i> [burn]; <i>f</i> [fair] and <i>v</i> [visit] <i>s</i> [such] and <i>z</i> [zero]; /sh/ [washed] and /zh/ [treasure])",,,unique,Word Recognition > Phonics & Decoding > Phonics Knowledge > Consonant Sounds > Consonant Digraphs > Decoding Consonant Digraphs,Word Recognition > Phonics & Decoding > Phonics Knowledge > Letter-sound Correspondence > Hard/Soft and Double Consonants > Hard/Soft and Double Consonants
01e4b35d-847f-4e5a-a2f2-b23a034842c1,"Recognize and identify the spelling-sound correspondences for common consonant digraphs in words (e.g., select the word that has /ch/ like in <i>chocolate</i>: <i>mucho</i>, <i>calle</i>, <i>carro</i>)",,,unique,Word Recognition > Phonics & Decoding > Phonics Knowledge > Letter-sound Correspondence > Consonants and Digraphs/Trigraphs > Consonants and Digraphs/Trigraphs,Word Recognition > Phonological Awareness > Phonemic Awareness > Phoneme Categorization > Sound Sorting > Categorizing Sounds by Similarity
